operator_name,domain_name,domain_id,counter_site,counter_site_id,counter_serial,longitude,latitude,timezone,iso_timestamp,channels_in,channels_out,channels_unknown,channels_all,site_temperature,site_rain_accumulation,site_snow_accumulation
Eco Counter GmbH,Stadt Neckarsulm,9785,Heilbronner Straße,300062158,COM25090448,9.223623275756838,49.17927769452962,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,67,60,na,127,18.5,0.0,0.0
Eco Counter GmbH,Stadt Neckarsulm,9785,Heilbronner Straße,300062158,COM25090448,9.223623275756838,49.17927769452962,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,56,30,na,86,19.0,3.6,0.0
Eco Counter GmbH,Stadt Neckarsulm,9785,Heilbronner Straße,300062158,COM25090448,9.223623275756838,49.17927769452962,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,130,99,na,229,19.5,2.5,0.0
Eco Counter GmbH,Stadt Neckarsulm,9785,Heilbronner Straße,300062158,COM25090448,9.223623275756838,49.17927769452962,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,176,145,na,321,21.5,0.0,0.0
Eco Counter GmbH,Stadt Neckarsulm,9785,Heilbronner Straße,300062158,COM25090448,9.223623275756838,49.17927769452962,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,123,87,na,210,18.0,4.4,0.0
Eco Counter GmbH,Stadt Neckarsulm,9785,Heilbronner Straße,300062158,COM25090448,9.223623275756838,49.17927769452962,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,142,116,na,258,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Dreisam / Otto-Wels-Str.,300064558,ZLT23030137,7.862408310537608,47.990553030002445,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,9140,9140,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Dreisam / Otto-Wels-Str.,300064558,ZLT23030137,7.862408310537608,47.990553030002445,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,8139,8139,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Dreisam / Otto-Wels-Str.,300064558,ZLT23030137,7.862408310537608,47.990553030002445,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,6383,6383,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Dreisam / Otto-Wels-Str.,300064558,ZLT23030137,7.862408310537608,47.990553030002445,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,10557,10557,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Dreisam / Otto-Wels-Str.,300064558,ZLT23030137,7.862408310537608,47.990553030002445,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,11895,11895,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Dreisam / Otto-Wels-Str.,300064558,ZLT23030137,7.862408310537608,47.990553030002445,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,8479,8479,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Dreisam / Otto-Wels-Str.,300064558,ZLT23030137,7.862408310537608,47.990553030002445,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,10602,10602,na,na,na
Eco Counter GmbH,Stadt Heilbronn,4100,3 Neckarsulmer str.,300066615,ZLT26023153,9.2259146,49.1584141,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,205,203,na,408,17.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,3 Neckarsulmer str.,300066615,ZLT26023153,9.2259146,49.1584141,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,127,130,na,257,18.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,3 Neckarsulmer str.,300066615,ZLT26023153,9.2259146,49.1584141,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,101,85,na,186,19.0,3.6,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,3 Neckarsulmer str.,300066615,ZLT26023153,9.2259146,49.1584141,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,225,204,na,429,19.0,2.5,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,3 Neckarsulmer str.,300066615,ZLT26023153,9.2259146,49.1584141,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,263,257,na,520,21.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,3 Neckarsulmer str.,300066615,ZLT26023153,9.2259146,49.1584141,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,218,204,na,422,18.5,4.4,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,3 Neckarsulmer str.,300066615,ZLT26023153,9.2259146,49.1584141,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,238,217,na,455,na,na,na
Eco Counter GmbH,Stadt Heilbronn,4100,4 Klingenberger Steg - Nordheim,300066622,ZLT26023155,9.159820675413359,49.118390860030225,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,412,402,na,814,16.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,4 Klingenberger Steg - Nordheim,300066622,ZLT26023155,9.159820675413359,49.118390860030225,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,565,495,na,1060,18.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,4 Klingenberger Steg - Nordheim,300066622,ZLT26023155,9.159820675413359,49.118390860030225,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,410,330,na,740,18.5,4.4,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,4 Klingenberger Steg - Nordheim,300066622,ZLT26023155,9.159820675413359,49.118390860030225,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,400,376,na,776,18.5,0.2,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,4 Klingenberger Steg - Nordheim,300066622,ZLT26023155,9.159820675413359,49.118390860030225,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,655,606,na,1261,20.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,4 Klingenberger Steg - Nordheim,300066622,ZLT26023155,9.159820675413359,49.118390860030225,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,337,320,na,657,18.0,2.9,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,4 Klingenberger Steg - Nordheim,300066622,ZLT26023155,9.159820675413359,49.118390860030225,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,455,440,na,895,na,na,na
Eco Counter GmbH,Stadt Heilbronn,4100,5 Im Haselter,300066668,ZLT26023154,9.1666077,49.1391945,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,105,150,na,255,16.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,5 Im Haselter,300066668,ZLT26023154,9.1666077,49.1391945,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,122,124,na,246,18.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,5 Im Haselter,300066668,ZLT26023154,9.1666077,49.1391945,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,68,78,na,146,18.5,4.4,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,5 Im Haselter,300066668,ZLT26023154,9.1666077,49.1391945,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,114,133,na,247,18.5,0.2,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,5 Im Haselter,300066668,ZLT26023154,9.1666077,49.1391945,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,175,226,na,401,20.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,5 Im Haselter,300066668,ZLT26023154,9.1666077,49.1391945,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,103,130,na,233,18.0,2.9,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,5 Im Haselter,300066668,ZLT26023154,9.1666077,49.1391945,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,147,176,na,323,na,na,na
Eco Counter GmbH,Stadt Heilbronn,4100,Neckarufer,300066823,COM26010526,9.214609,49.139652,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,1674,1558,na,3232,17.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,Neckarufer,300066823,COM26010526,9.214609,49.139652,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,1670,1589,na,3259,18.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,Neckarufer,300066823,COM26010526,9.214609,49.139652,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,793,837,na,1630,19.0,3.6,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,Neckarufer,300066823,COM26010526,9.214609,49.139652,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,1513,1504,na,3017,19.0,2.5,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,Neckarufer,300066823,COM26010526,9.214609,49.139652,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,2106,2012,na,4118,21.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,Neckarufer,300066823,COM26010526,9.214609,49.139652,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,1289,1284,na,2573,18.5,4.4,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,Neckarufer,300066823,COM26010526,9.214609,49.139652,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,1667,1628,na,3295,na,na,na
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 6 - Ellhofen,300069008,Y2H23070912,9.3275164,49.1505219,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,337,368,na,705,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 6 - Ellhofen,300069008,Y2H23070912,9.3275164,49.1505219,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,427,421,na,848,18.0,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 6 - Ellhofen,300069008,Y2H23070912,9.3275164,49.1505219,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,348,321,na,669,18.5,4.4,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 6 - Ellhofen,300069008,Y2H23070912,9.3275164,49.1505219,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,327,324,na,651,18.5,0.2,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 6 - Ellhofen,300069008,Y2H23070912,9.3275164,49.1505219,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,544,527,na,1071,20.5,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 6 - Ellhofen,300069008,Y2H23070912,9.3275164,49.1505219,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,259,270,na,529,18.0,2.9,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 6 - Ellhofen,300069008,Y2H23070912,9.3275164,49.1505219,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,456,429,na,885,na,na,na
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 7 - Talheim,300069016,Y2H22104634,9.198019914329052,49.07499283328944,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,12,106,na,118,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 7 - Talheim,300069016,Y2H22104634,9.198019914329052,49.07499283328944,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,16,158,na,174,18.0,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 7 - Talheim,300069016,Y2H22104634,9.198019914329052,49.07499283328944,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,15,120,na,135,18.5,4.4,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 7 - Talheim,300069016,Y2H22104634,9.198019914329052,49.07499283328944,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,9,56,na,65,18.5,0.2,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 7 - Talheim,300069016,Y2H22104634,9.198019914329052,49.07499283328944,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,14,167,na,181,20.5,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 7 - Talheim,300069016,Y2H22104634,9.198019914329052,49.07499283328944,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,5,38,na,43,18.0,2.9,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 7 - Talheim,300069016,Y2H22104634,9.198019914329052,49.07499283328944,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,10,96,na,106,na,na,na
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 9 - Cleebronn,300069021,Y2H24082457,9.0253618,49.064343,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,291,252,na,543,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 9 - Cleebronn,300069021,Y2H24082457,9.0253618,49.064343,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,267,271,na,538,18.0,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 9 - Cleebronn,300069021,Y2H24082457,9.0253618,49.064343,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,150,136,na,286,18.5,4.3,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 9 - Cleebronn,300069021,Y2H24082457,9.0253618,49.064343,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,231,180,na,411,18.5,0.1,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 9 - Cleebronn,300069021,Y2H24082457,9.0253618,49.064343,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,323,348,na,671,20.5,0.0,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 9 - Cleebronn,300069021,Y2H24082457,9.0253618,49.064343,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,159,123,na,282,17.5,1.9,0.0
Eco Counter GmbH,Landratsamt Heilbronn,9931,RK 9 - Cleebronn,300069021,Y2H24082457,9.0253618,49.064343,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,270,244,na,514,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Berliner Brücke - Nur Rad,300069330,WVX25110030,7.81607508659363,47.9999158092696,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,2341,2341,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Berliner Brücke - Nur Rad,300069330,WVX25110030,7.81607508659363,47.9999158092696,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,2073,2073,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Berliner Brücke - Nur Rad,300069330,WVX25110030,7.81607508659363,47.9999158092696,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,1888,1888,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Berliner Brücke - Nur Rad,300069330,WVX25110030,7.81607508659363,47.9999158092696,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,2424,2424,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Berliner Brücke - Nur Rad,300069330,WVX25110030,7.81607508659363,47.9999158092696,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,3113,3113,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Berliner Brücke - Nur Rad,300069330,WVX25110030,7.81607508659363,47.9999158092696,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,1913,1913,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Berliner Brücke - Nur Rad,300069330,WVX25110030,7.81607508659363,47.9999158092696,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,2635,2635,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,RS6 Wildtalstr. / Weg Gundelfingen - Nur Rad,300069331,WVX25110029,7.86753803,48.03065106,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,2515,2515,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,RS6 Wildtalstr. / Weg Gundelfingen - Nur Rad,300069331,WVX25110029,7.86753803,48.03065106,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,1981,1981,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,RS6 Wildtalstr. / Weg Gundelfingen - Nur Rad,300069331,WVX25110029,7.86753803,48.03065106,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,1829,1829,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,RS6 Wildtalstr. / Weg Gundelfingen - Nur Rad,300069331,WVX25110029,7.86753803,48.03065106,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,2827,2827,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,RS6 Wildtalstr. / Weg Gundelfingen - Nur Rad,300069331,WVX25110029,7.86753803,48.03065106,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,3247,3247,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,RS6 Wildtalstr. / Weg Gundelfingen - Nur Rad,300069331,WVX25110029,7.86753803,48.03065106,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,2233,2233,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,RS6 Wildtalstr. / Weg Gundelfingen - Nur Rad,300069331,WVX25110029,7.86753803,48.03065106,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,3003,3003,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,Basler Landstr. / Schallstadt,300069332,ZLT25112684,7.7822676,47.97290815,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,1880,1880,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,Basler Landstr. / Schallstadt,300069332,ZLT25112684,7.7822676,47.97290815,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,1796,1796,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,Basler Landstr. / Schallstadt,300069332,ZLT25112684,7.7822676,47.97290815,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,1601,1601,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,Basler Landstr. / Schallstadt,300069332,ZLT25112684,7.7822676,47.97290815,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,2041,2041,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,Basler Landstr. / Schallstadt,300069332,ZLT25112684,7.7822676,47.97290815,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,2388,2388,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,Basler Landstr. / Schallstadt,300069332,ZLT25112684,7.7822676,47.97290815,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,1468,1468,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,Basler Landstr. / Schallstadt,300069332,ZLT25112684,7.7822676,47.97290815,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,2165,2165,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 Ebnet Nepomukbrücke,300069333,ZLT26083965,7.8989540040493,47.9872415154146,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,3194,3194,16.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR1 Ebnet Nepomukbrücke,300069333,ZLT26083965,7.8989540040493,47.9872415154146,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,3265,3265,17.5,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR1 Ebnet Nepomukbrücke,300069333,ZLT26083965,7.8989540040493,47.9872415154146,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,2880,2880,19.5,1.5,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR1 Ebnet Nepomukbrücke,300069333,ZLT26083965,7.8989540040493,47.9872415154146,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,3422,3422,20.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR1 Ebnet Nepomukbrücke,300069333,ZLT26083965,7.8989540040493,47.9872415154146,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,4134,4134,22.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR1 Ebnet Nepomukbrücke,300069333,ZLT26083965,7.8989540040493,47.9872415154146,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,2533,2533,18.0,3.4,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR1 Ebnet Nepomukbrücke,300069333,ZLT26083965,7.8989540040493,47.9872415154146,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,3460,3460,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 In den Brechtern / Umkirch,300069336,ZLT25112687,7.79201361,48.02478662,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,1157,1157,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 In den Brechtern / Umkirch,300069336,ZLT25112687,7.79201361,48.02478662,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,1276,1276,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 In den Brechtern / Umkirch,300069336,ZLT25112687,7.79201361,48.02478662,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,1206,1206,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 In den Brechtern / Umkirch,300069336,ZLT25112687,7.79201361,48.02478662,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,1250,1250,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 In den Brechtern / Umkirch,300069336,ZLT25112687,7.79201361,48.02478662,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,1490,1490,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 In den Brechtern / Umkirch,300069336,ZLT25112687,7.79201361,48.02478662,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,862,862,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR1 In den Brechtern / Umkirch,300069336,ZLT25112687,7.79201361,48.02478662,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,1315,1315,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR4 Lehener Str. / HBF,300069337,ZLT25112685,7.84333169460297,47.9994769907659,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,3786,3786,16.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR4 Lehener Str. / HBF,300069337,ZLT25112685,7.84333169460297,47.9994769907659,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,3324,3324,17.5,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR4 Lehener Str. / HBF,300069337,ZLT25112685,7.84333169460297,47.9994769907659,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,1815,1815,19.5,1.5,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR4 Lehener Str. / HBF,300069337,ZLT25112685,7.84333169460297,47.9994769907659,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,4139,4139,20.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR4 Lehener Str. / HBF,300069337,ZLT25112685,7.84333169460297,47.9994769907659,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,4413,4413,22.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR4 Lehener Str. / HBF,300069337,ZLT25112685,7.84333169460297,47.9994769907659,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,3644,3644,18.0,3.4,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR4 Lehener Str. / HBF,300069337,ZLT25112685,7.84333169460297,47.9994769907659,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,4262,4262,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,K9860 Christ / Hochdorf / March,300069338,ZLT25112681,7.79678518,48.03672343,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,1271,1271,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,K9860 Christ / Hochdorf / March,300069338,ZLT25112681,7.79678518,48.03672343,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,1213,1213,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,K9860 Christ / Hochdorf / March,300069338,ZLT25112681,7.79678518,48.03672343,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,1107,1107,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,K9860 Christ / Hochdorf / March,300069338,ZLT25112681,7.79678518,48.03672343,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,1363,1363,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,K9860 Christ / Hochdorf / March,300069338,ZLT25112681,7.79678518,48.03672343,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,1706,1706,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,K9860 Christ / Hochdorf / March,300069338,ZLT25112681,7.79678518,48.03672343,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,993,993,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,K9860 Christ / Hochdorf / March,300069338,ZLT25112681,7.79678518,48.03672343,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,1499,1499,na,na,na
Eco Counter GmbH,Stadt Heilbronn,4100,1 Wilhelm-Leuschner-Straße (CITIX AI) - Hardware - Fuß- und Radverkehr,300069828,CAQ26030459,9.19981119,49.14115951,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,24,855,na,879,17.0,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,1 Wilhelm-Leuschner-Straße (CITIX AI) - Hardware - Fuß- und Radverkehr,300069828,CAQ26030459,9.19981119,49.14115951,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,23,931,na,954,18.5,0.0,0.0
Eco Counter GmbH,Stadt Heilbronn,4100,1 Wilhelm-Leuschner-Straße (CITIX AI) - Hardware - Fuß- und Radverkehr,300069828,CAQ26030459,9.19981119,49.14115951,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,13,604,na,617,19.0,3.6,0.0
