Datum;Argentinierstraße;Donaukanal;Langobardenstraße;Lassallestraße;Liesingbach;Neubaugürtel ;Opernring Innen;Opernring Außen;Opernring;Wienzeile;Margaritensteg ;Operngasse;Praterstern;Pfeilgasse;Praterbrücke;Friedrich-Engels-Platz;Kraftwerk Freudenau;Maria-Restituta-Platz;Steinitzsteg;Herndlgasse
20240606;0;2750;1206;5516;795;2914;5737;3652;9389;2398;640;6860;5928;2118;7720;1068;1080;1470;3800;
20240607;0;2563;1228;5562;791;2911;5311;3380;8691;2605;715;6211;5510;1921;4740;1064;1111;1741;3377;
20240608;0;3020;1068;5960;898;1692;2588;1538;4126;1944;627;3622;4511;1254;5550;1017;1595;1831;4210;
20240609;0;2404;999;4059;798;1327;2825;1575;4400;1523;454;2661;3496;918;4227;825;1219;1279;3061;
20240610;0;633;507;1752;292;1167;1813;1154;2967;822;243;2867;2613;955;1118;388;160;293;873;
20240611;0;2487;1047;4521;654;2510;4588;2920;7508;2101;566;6321;6498;2018;3622;1000;707;1073;2910;
20240612;0;1277;772;3054;421;1792;3247;2067;5314;1440;390;4970;4456;1525;2304;637;357;663;1798;
20240613;0;2003;1012;4145;639;2399;4454;2835;7289;1950;539;5896;6030;1900;3306;836;586;932;2614;
20240614;0;2446;1194;5032;821;2634;4558;2901;7459;2249;640;5586;6973;1858;4134;977;951;1155;3257;
20240615;0;3433;892;6515;746;1862;3562;2116;5678;1887;543;3260;6052;1228;5873;1065;1281;2053;4072;
20240616;0;3664;1064;5736;1012;1572;3269;1823;5092;2141;552;3000;6810;1069;5793;1071;1586;1811;4568;
20240617;0;2861;1486;6980;958;2980;5964;3796;9760;2684;654;7199;8308;2300;6141;1327;1267;1869;4206;
20240618;0;3207;1507;10732;969;3224;5922;3768;9690;2699;740;7471;8361;2406;7135;1461;1416;2661;4770;
20240619;0;2991;1375;11863;885;3025;5894;3751;9645;2524;737;7466;7826;2417;7661;1628;1313;2951;4973;
20240620;0;2910;1340;7212;957;2924;5785;3681;9466;2567;662;6953;7952;2447;5386;1201;1056;1785;4272;
20240621;0;2689;1282;5347;671;2468;4848;3085;7933;1996;647;5662;6191;1983;6260;1628;1012;1369;4086;
20240622;0;2465;779;4078;477;1710;3096;1839;4935;1389;548;2888;4481;1108;4410;1252;897;1054;3148;
20240623;0;4665;1252;7655;1009;1855;3872;2159;6031;2243;632;3540;7093;1306;8689;1991;2189;1724;6298;
20240624;0;2816;1363;7686;1028;2915;5642;3590;9232;2616;709;6721;8089;2594;6190;1296;1182;1902;4096;
20240625;0;3269;1498;6910;1040;3161;6201;3947;10148;2742;732;7413;8485;2638;6349;1308;1261;1989;4533;
20240626;0;2741;1202;5820;762;2772;5233;3330;8563;2250;621;6668;6987;2537;4745;1013;839;1450;3519;
20240627;0;2555;1149;5881;811;2723;5407;3442;8849;2423;691;6600;7485;2476;4645;1029;848;1495;3381;
20240628;0;2496;1173;6597;788;2395;4822;3069;7891;2021;677;5432;6268;2043;5243;1120;1263;1879;3645;
20240629;0;3055;942;8742;668;1767;3306;1963;5269;1433;565;3239;4614;1232;7772;1415;1450;3226;4603;
20240630;0;2886;907;7579;609;1404;2912;1624;4536;1382;420;2629;4386;916;6867;1224;1258;2886;4349;
20240701;0;1690;968;4663;576;2313;3376;2383;5759;1750;426;4919;4474;1813;3136;790;488;987;2407;
20240702;0;2559;1191;6251;888;3034;4482;3165;7647;2335;590;6459;5903;2308;4490;999;764;1356;3470;
20240703;0;2369;1105;5593;697;2764;4307;3039;7346;2168;549;5856;5357;2155;4064;988;905;1194;3136;
20240704;0;2789;1196;6205;829;2793;4520;3189;7709;2267;563;6011;5642;2219;4765;1035;997;1387;3728;
20240705;0;2816;1281;7496;790;2556;4381;3095;7476;2064;536;5113;5701;1834;5579;1197;1175;1770;3795;
20240706;0;2958;878;8068;723;1824;3175;2152;5327;1752;552;2949;5319;1075;6469;1124;1246;2561;4079;
20240707;0;2732;777;4194;580;1239;2283;1675;3958;1371;356;2251;3033;792;3919;780;1131;1141;2917;
20240708;0;2495;1202;5989;776;2631;4017;2834;6851;2207;568;5391;5614;1966;4686;1084;954;1485;3667;
20240709;0;3079;1331;9191;941;2886;5145;3628;8773;2451;568;6204;7488;2117;7331;1413;1420;2459;5148;
20240710;0;2689;1294;9414;773;2658;4938;3483;8421;2105;573;5826;7314;2095;7169;1326;1191;2649;4683;
20240711;0;2452;1134;8173;744;2473;4341;3067;7408;1997;526;5417;6431;2027;5929;1374;1072;2172;4139;
20240712;0;1986;981;6033;587;1975;3265;2299;5564;1534;416;4092;4734;1415;4708;1013;976;1793;3131;
20240713;0;3205;944;7457;659;1639;3153;2137;5290;1568;560;2860;4870;1016;5735;1100;1303;2245;3851;
20240714;0;3714;1029;9812;878;1611;3344;2455;5799;1745;544;3008;6055;1060;7957;1526;1988;2986;5229;
20240715;0;2569;1199;8494;795;2563;4417;3116;7533;2120;531;5524;6545;1906;6565;1403;1227;2214;4302;
20240716;0;2924;1275;9449;865;2985;4929;3475;8404;2160;568;6067;6891;2164;7389;1513;1315;2586;4912;
20240717;0;3024;1248;8470;825;2742;5119;3609;8728;2484;579;6101;1411;2200;6822;1349;1228;2113;4504;
20240718;0;2846;1327;8908;765;2580;4908;3466;8374;2228;562;5713;761;2035;6752;1393;1345;2253;4648;
20240719;0;2782;1191;8506;714;2366;4226;2982;7208;1949;606;4761;1182;1639;6227;1376;1211;2351;4079;
20240720;0;2624;1001;4896;658;1798;3284;2226;5510;1594;491;2876;665;1128;4132;912;987;1432;3138;
20240721;0;4125;1112;10510;825;1552;3164;2323;5487;1728;522;3027;1236;1019;8821;1584;2268;3189;5744;
20240722;0;2326;1192;6351;661;2572;4090;2884;6974;2029;548;5248;912;1815;4873;1121;914;1447;3341;
20240723;0;2856;1236;7234;780;2790;5109;3604;8713;2453;562;6016;1081;2138;5738;1191;1176;1739;4153;
20240724;0;2452;1164;5866;697;2463;4690;3309;7999;2082;505;5515;1019;1911;4254;964;726;1324;3312;
20240725;0;3012;1344;6880;856;2594;5054;3559;8613;2452;616;6414;1088;2116;5502;1185;1225;1487;4120;
20240726;0;3008;1235;7451;666;2404;4546;3206;7752;2135;586;5346;906;1794;5743;1302;1275;1751;4080;
20240727;0;3144;911;8323;575;1593;3286;2227;5513;1518;506;3393;914;1113;6409;1266;1380;2222;4329;
20240728;0;3110;879;5586;743;1419;3004;2201;5205;1636;465;2950;631;1011;4719;1065;1223;1560;3592;
20240729;0;2703;1337;7190;865;2602;4872;3436;8308;2401;600;5583;982;1936;5895;1212;1265;1734;4203;
20240730;0;3220;1487;8475;934;2734;5483;3870;9353;2684;637;6154;1213;2153;6688;1393;1516;2223;4895;
20240731;0;3402;1430;9106;846;2623;5158;3638;8796;2587;649;6075;971;2066;7224;1462;1383;2323;5080;
20240801;0;2588;1195;6829;796;2593;4624;3258;7882;2350;523;5532;851;1982;5156;1104;957;1708;3821;
20240802;0;2446;1086;5652;647;2167;4033;2847;6880;1795;513;4691;739;1581;4365;950;805;1325;3023;
20240803;0;3328;975;6620;747;1784;3284;2226;5510;1754;531;2899;861;1063;5710;980;1344;1824;3814;
20240804;0;2056;704;3897;545;1238;2347;1721;4068;1225;361;2327;470;750;2995;687;765;986;2246;
20240805;0;1676;879;4205;532;1942;3101;2191;5292;1647;400;4234;524;1403;3005;739;543;872;2184;
20240806;0;3700;1424;8067;1015;2635;5133;3621;8754;2656;601;5840;803;1966;6835;1281;1651;2017;5057;
20240807;0;3268;1496;8244;949;2711;4897;3457;8354;2454;625;5923;699;1956;6941;1359;1429;2184;4967;
20240808;0;2211;1099;4973;537;2151;3676;2591;6267;1699;464;4907;973;1602;3977;822;832;1334;2936;
20240809;0;2892;1252;6402;812;2239;4367;3081;7448;2056;582;4457;693;1607;5612;1133;1251;2020;4059;
20240810;0;3303;1005;6910;602;1691;3339;2260;5599;1501;534;2745;601;968;6115;1052;1475;2217;4123;
20240811;0;3668;1053;8108;701;1389;2921;2138;5059;1578;510;2506;654;863;7551;1376;1841;2808;4855;
20240812;0;2547;1208;6628;786;2357;4253;3000;7253;2134;580;4688;693;1638;5791;1197;1175;1897;3927;
20240813;0;2601;1184;6917;690;2292;4368;3081;7449;2122;519;5128;771;1834;5978;1245;1058;2077;4175;
20240814;0;2413;1135;6037;626;2146;3869;2731;6600;1809;449;4558;578;1542;5379;1063;1051;1608;3400;
20240815;0;3369;966;7553;671;1368;2948;2160;5108;1546;478;2539;746;838;6844;1373;1743;2380;4428;
20240816;0;2364;1049;5885;544;1720;3433;2423;5856;1543;469;3198;895;1109;5088;1051;981;1698;3239;
20240817;0;2146;672;3230;400;1016;2198;1490;3688;999;353;1827;536;639;3336;633;877;1023;2218;
20240818;0;2731;891;5014;693;1278;2720;1994;4714;1485;447;2319;749;795;5201;1007;1383;1557;3369;
20240819;0;2185;1169;5265;703;2282;3861;2729;6590;1971;515;4798;966;1911;4052;964;744;1390;3052;
20240820;0;2854;1321;6221;847;2545;4475;3162;7637;2415;568;5405;616;2121;5603;1223;1175;1670;4021;
20240821;0;2361;1137;4964;653;2205;3833;2704;6537;2032;473;4496;3584;1809;3972;859;657;1123;3051;
20240822;0;2801;1428;5970;886;2436;4639;3275;7914;2389;600;4824;5522;1948;5243;1121;1178;1517;3852;
20240823;0;2973;1320;6989;789;2278;4138;2916;7054;2076;578;4015;5539;1664;5736;1195;1315;2092;4048;
20240824;0;3107;1073;7990;644;1614;3332;2256;5588;1553;599;2328;5784;1037;7237;1264;1626;2325;4173;
20240825;0;3643;1011;8134;800;1405;2988;2194;5182;1582;543;2371;5628;984;7194;1316;1675;2659;4587;
20240826;0;2425;1290;6151;750;2480;4260;3003;7263;2185;585;4852;5743;2114;4799;1178;913;1738;3510;
20240827;0;2853;1477;6707;907;2651;4578;3233;7811;2603;687;5277;6370;2360;5589;1255;1147;1674;4299;
20240828;0;3183;1381;7632;900;2674;4596;3242;7838;2538;650;5156;6923;2254;6504;1419;1330;2044;4883;
20240829;0;2745;1273;7440;808;2760;4423;3118;7541;2346;606;5493;6684;2227;6494;1424;1276;2191;4515;
20240830;0;2696;1308;6839;701;2390;4036;2852;6888;2083;609;4889;6070;1878;5915;1215;1107;1919;3915;
20240831;0;3017;1064;7128;625;1764;3206;2261;5467;1538;564;2949;5557;1161;6404;1162;1308;2288;3861;
20240901;0;3523;1053;8212;794;1601;3149;2222;5371;1767;464;2977;6328;1150;7858;1427;1772;2471;5014;
20240902;0;2452;1415;6017;783;2562;4144;2922;7066;2320;480;5943;6042;2315;4863;1213;927;1541;3492;
20240903;0;2910;1590;7349;950;2874;4736;3214;7950;2788;600;6608;7237;2563;6597;1362;1159;2052;4572;
20240904;0;2933;1538;7648;915;2848;4757;3488;8245;2484;611;6644;7270;2542;6332;1353;1181;1932;4776;
20240905;0;2781;1581;7395;900;2749;4859;3431;8290;2404;570;6524;7078;2518;6030;1670;1023;2552;4612;
20240906;0;2600;1410;5841;827;2673;4489;3168;7657;2175;520;5424;5851;2146;4683;1077;863;1418;3593;
20240907;0;3168;1042;6659;777;2083;3446;2430;5876;1668;550;3412;5399;1361;6578;1247;831;2189;4308;
20240908;0;4350;1098;8536;956;1635;3436;2423;5859;1908;515;3165;6401;1180;8635;1534;1096;2902;5450;
20240909;0;388;412;1170;203;895;1011;711;1722;595;118;1928;1657;860;759;273;95;247;580;
20240910;0;2247;1212;4675;761;2460;4029;2730;6759;2170;520;5829;5415;2301;4003;898;744;1103;2995;
20240911;0;3145;1354;5530;952;2584;4685;3441;8126;2591;574;6191;6112;2321;5065;1173;1034;1316;4158;
20240912;0;363;393;1057;160;832;1181;835;2016;562;143;2095;1917;923;749;271;72;212;526;
20240913;0;139;147;377;102;337;474;329;803;232;47;919;616;364;271;108;34;89;209;
20240914;0;59;83;194;42;176;205;140;345;118;32;360;261;169;108;43;13;21;62;
20240915;0;88;89;508;40;183;214;156;370;182;163;443;473;151;239;72;82;75;148;
20240916;0;133;218;806;103;564;751;532;1283;532;164;1439;1130;555;466;153;82;159;346;
20240917;0;804;816;3281;371;2182;3280;2221;5501;1865;475;4771;4047;1941;2600;651;625;727;1698;
20240918;0;1305;1233;4517;642;2376;4018;2948;6966;2039;530;5808;5342;2379;3723;957;1012;971;2727;
20240919;0;1309;1120;4307;676;2265;4232;2984;7216;2024;492;5695;5085;2270;3476;848;856;950;2499;
20240920;0;1705;1152;4329;651;2177;4005;2829;6834;1889;522;5376;4966;2190;3730;854;942;939;2732;
20240921;0;2179;888;4046;753;1810;4020;2840;6860;1530;549;3573;4018;1502;4053;805;1241;1085;3178;
20240922;0;2880;1014;4679;1033;1596;3252;2292;5544;1737;439;2825;4082;1158;5359;993;1672;1469;3896;
20240923;0;1906;1282;4544;851;2487;3976;2806;6782;2107;551;5756;5186;2352;4268;1034;925;1102;3114;
20240924;0;973;817;2930;504;1872;2960;2004;4964;1467;360;4878;3826;1883;2217;540;289;575;1692;
20240925;0;1996;1154;4366;704;2311;3825;2806;6631;1994;489;5828;5140;2390;3576;924;738;936;2944;
20240926;0;2000;1106;4441;700;2283;3807;2686;6493;2054;521;6036;5211;2463;3573;860;727;920;2781;
20240927;0;604;590;2003;252;1279;2166;1525;3691;963;289;3526;2526;1446;1209;410;159;363;946;
20240928;0;1495;543;2286;498;1271;2010;1229;3239;1102;352;2614;2434;1213;2206;520;489;637;1608;
20240929;0;2046;562;2410;452;1144;2002;1167;3169;1097;287;2357;2479;973;2445;483;611;761;1986;
20240930;0;1584;972;3481;637;2005;4925;3065;7990;1779;408;5165;4319;2230;2773;726;524;741;2177;
20241001;0;1655;1089;3786;661;2189;3865;2704;6569;1873;433;5650;4709;2478;3115;824;626;764;2490;
20241002;0;535;583;1641;271;1126;2417;1711;4128;842;208;3526;2341;1451;1108;341;134;290;880;
20241003;0;1157;801;2881;482;1695;3792;2681;6473;1526;400;5538;3826;2149;2221;620;335;606;1790;
20241004;0;388;299;914;170;818;1656;1179;2835;484;184;2418;1368;953;609;227;64;198;409;
20241005;0;669;409;1434;249;881;2199;1516;3715;651;250;2227;1779;782;1151;323;232;309;896;
20241006;0;2287;656;2694;517;1036;2055;1453;3508;1295;334;2258;2552;966;2982;625;876;687;2565;
20241007;0;1654;904;3343;615;2028;3784;2657;6441;1716;378;5531;4298;2248;2802;707;570;777;2296;
20241008;0;2005;1112;4257;717;2257;4307;3050;7357;1970;462;6289;4983;2531;3678;915;754;952;2886;
20241009;0;1205;798;2980;407;1786;2873;2015;4888;1396;390;4193;3632;2091;2181;638;424;618;1761;
20241010;0;931;734;2408;331;1467;3048;2154;5202;1195;286;4451;3166;1822;1664;478;249;530;1274;
20241011;0;1212;778;2585;499;1785;2953;2085;5038;1361;404;4314;3271;1838;1999;513;352;514;1576;
20241012;0;1876;605;2595;491;1369;2563;1795;4358;1210;395;2596;2690;1132;2665;572;749;647;2230;
20241013;0;1178;426;1728;366;904;1726;1225;2951;748;251;1901;1727;743;1521;336;358;437;1372;
20241014;0;1584;946;3085;530;1931;3739;2650;6389;1781;344;5462;4115;2190;2624;733;518;677;2260;
20241015;0;1500;920;3346;633;1968;4043;2865;6908;1717;446;5899;4453;2292;2734;779;480;696;2224;
20241016;0;1220;916;3088;554;1895;3828;2690;6518;1551;385;5599;3977;2297;2449;689;343;646;1805;
20241017;0;892;708;2417;428;1675;3458;2449;5907;1407;335;5048;3400;2021;1727;497;274;555;1355;
20241018;0;1123;732;2615;453;1652;3053;2187;5240;1345;405;4459;3307;1850;1932;489;373;555;1492;
20241019;0;1416;569;1980;414;1252;2424;1672;4096;1083;343;2460;2298;1176;1773;478;466;539;1622;
20241020;0;2359;506;2626;589;1164;2118;1490;3608;1306;336;2328;2495;1008;2707;653;713;813;2584;
20241021;0;1495;1027;3267;643;1924;3789;2688;6477;1720;377;5533;4392;2280;2766;790;608;732;2300;
20241022;0;1451;951;3310;556;1999;4171;2944;7115;1750;419;6086;4310;2367;2773;688;503;740;2154;
20241023;0;621;601;2079;325;1479;3031;2159;5190;1036;309;4419;2954;1845;1388;436;164;348;993;
20241024;0;1206;891;3054;561;2029;3748;2654;6402;1553;370;5477;3930;2287;2378;605;462;675;1925;
20241025;0;1298;814;2696;509;1691;2967;2103;5070;1392;379;4337;3498;1910;2097;573;420;554;1660;
20241026;0;945;415;1677;326;943;2047;1426;3473;731;263;2245;1886;802;1380;324;319;291;1100;
20241027;0;1547;493;2092;460;1034;1995;1388;3383;1126;318;2187;2226;861;2255;469;669;582;1890;
20241028;0;1330;905;3050;586;1839;3415;2425;5840;1625;384;4987;3778;1958;2502;628;609;625;2072;
20241029;0;1516;917;3541;593;1926;3810;2696;6506;1836;463;5565;4231;2138;2841;675;649;740;2297;
20241030;0;1492;861;3507;604;1868;3657;2585;6242;1828;457;5341;3983;2094;2948;692;672;730;2148;
20241031;0;1112;773;2693;504;1636;3114;2206;5320;1408;354;4547;3081;1654;2044;535;456;517;1599;
20241101;0;1990;575;2737;655;1157;1471;1011;2482;1507;375;2210;2374;888;2912;591;1124;886;2512;
20241102;0;752;422;1448;250;1033;1276;811;2087;806;228;1969;1495;821;1026;262;225;322;834;
20241103;0;1359;473;1783;418;845;1219;831;2050;1077;228;1827;1927;805;1896;471;492;541;1688;
20241104;0;1057;824;2711;508;1879;3282;2203;5485;1558;313;5026;3639;2088;2064;586;400;572;1608;
20241105;0;1112;758;2785;507;1925;3491;2203;5694;1542;374;5409;3775;2292;2207;649;271;605;1675;
20241106;0;872;750;2699;416;1782;3412;2294;5706;1440;326;5138;3570;2097;1938;560;286;581;1516;
20241107;0;1020;749;2531;421;1782;3294;2222;5516;1526;368;5047;3445;2078;1976;611;328;565;1624;
20241108;0;930;708;2332;412;1642;2748;1871;4619;1374;316;4211;3162;1903;1822;505;326;486;1384;
20241109;0;1244;461;1683;308;1056;1480;955;2435;1028;298;2288;2030;1057;1711;358;472;517;1630;
20241110;0;817;378;1168;229;765;1123;772;1895;774;155;1690;1455;688;1051;298;253;285;1013;
20241111;0;740;635;2024;342;1436;2811;1894;4705;1216;247;4308;2922;1899;1419;425;180;421;1130;
20241112;0;813;650;2230;362;1545;3040;1917;4957;1217;306;4703;3174;1950;1573;512;201;456;1181;
20241113;0;627;663;2056;308;1495;2961;1989;4950;1137;243;4463;2904;1807;1480;480;187;463;1111;
20241114;0;807;658;2149;340;1508;2837;1924;4761;1248;314;4341;2928;1889;1689;493;229;520;1229;
20241115;0;575;542;1706;290;1295;2257;1525;3782;917;253;3455;2314;1423;1179;380;174;328;841;
20241116;0;1119;363;1617;305;1094;1384;895;2279;1001;262;2140;1899;1052;1624;405;417;477;1637;
20241117;0;970;384;1441;218;751;1267;862;2129;764;190;1902;1626;742;1500;341;351;356;1356;
20241118;0;708;547;1831;317;1271;2537;1704;4241;1127;217;3888;2685;1661;1368;381;197;414;1126;
20241119;0;774;627;2219;377;1491;2997;1889;4886;1290;273;4636;3174;1951;1589;454;225;457;1275;
20241120;0;532;545;1826;219;1264;2773;1875;4648;905;250;4170;2630;1547;1224;347;130;370;801;
20241121;0;701;625;2144;287;1405;3103;2102;5205;1128;263;4746;3070;1794;1405;429;179;463;1028;
20241122;0;512;496;1571;279;1141;2385;1630;4015;831;237;3651;2347;1392;1014;333;110;305;738;
20241123;0;537;305;1198;183;922;1213;785;1998;629;233;1875;1493;826;922;229;178;213;655;
20241124;0;545;276;1080;180;608;1073;731;1804;637;142;1616;1366;626;944;275;239;244;751;
20241125;0;738;606;2194;312;1406;2899;1968;4867;1197;260;4442;3106;1854;1591;446;240;438;1209;
20241126;0;793;652;2408;367;1526;3314;2239;5553;1298;281;4993;3444;1988;1794;464;293;471;1326;
20241127;0;794;635;2333;332;1538;3285;2224;5509;1249;314;4946;3318;2006;1616;475;230;481;1281;
20241128;0;452;501;1781;284;1237;2776;1873;4649;914;220;4247;2629;1703;1058;423;113;320;765;
20241129;0;330;432;1201;204;847;1897;1290;3187;621;176;2896;1839;1091;710;238;77;240;552;
20241130;0;496;303;1091;170;818;1202;767;1969;576;170;1862;1377;908;775;244;177;217;649;
20241201;0;744;255;1291;173;723;1237;543;1780;778;192;1728;1442;693;1269;281;287;318;1145;
20241202;0;646;556;1856;302;1360;1911;1099;3010;1180;267;4007;2832;1721;1335;429;210;459;1097;
20241203;0;595;526;1774;265;1253;1959;1151;3110;1055;234;4105;2759;1747;1223;554;142;342;916;
20241204;0;737;655;2025;292;1461;2126;1250;3376;1180;264;4407;2798;1873;1504;887;161;416;1150;
20241205;0;730;585;2113;302;1443;2146;1267;3413;1107;292;4330;2832;1861;1437;911;226;417;1200;
20241206;0;259;391;1077;186;827;1022;583;1605;645;164;2430;1557;1112;614;691;62;180;505;
20241207;0;612;305;1140;182;792;959;501;1460;701;207;1865;1463;854;1074;302;246;282;839;
20241208;0;354;260;777;133;553;850;392;1242;424;147;1362;1078;614;580;198;109;178;471;
20241209;0;492;428;1331;199;957;1247;744;1991;685;153;3061;2019;1345;868;422;66;307;721;
20241210;0;514;560;1651;231;1171;1812;1033;2845;959;229;3875;2528;1632;1065;389;101;337;756;
20241211;0;477;506;1697;222;1229;1817;1047;2864;934;210;3924;2524;1671;1128;624;104;404;865;
20241212;0;553;555;1830;258;1348;1701;992;2693;1003;224;4028;2665;1781;1274;424;203;369;1008;
20241213;0;465;484;1427;212;1089;1425;816;2241;814;182;3175;1985;1418;814;313;97;273;742;
20241214;0;353;291;916;146;835;987;506;1493;555;190;1758;1207;887;618;232;171;186;500;
20241215;0;421;260;879;155;600;1053;473;1526;498;146;1519;1045;637;695;187;123;195;504;
20241216;0;476;470;1320;206;947;1307;775;2082;798;231;3238;2028;1412;989;272;99;311;747;
20241217;0;725;583;2098;277;1338;1913;1123;3036;1085;277;4178;2687;1794;1461;376;165;358;1110;
20241218;0;774;645;3050;261;1399;2064;1199;3263;1237;261;4116;2873;1729;1555;399;228;410;1235;
20241219;0;528;540;2536;253;1253;1639;945;2584;981;266;3681;2391;1555;1108;436;130;327;878;
20241220;0;436;461;2057;192;995;1238;732;1970;784;225;2912;1939;1282;786;259;75;282;584;
20241221;0;574;326;1389;179;804;866;454;1320;637;204;1646;1180;717;858;236;192;200;759;
20241222;0;123;182;679;116;349;621;273;894;305;71;964;610;340;335;141;59;97;173;
20241223;0;326;383;1296;189;690;768;448;1216;598;154;1696;1226;733;609;168;103;142;495;
20241224;0;177;200;605;80;310;252;152;404;310;92;758;575;301;340;98;41;83;243;
20241225;0;270;189;504;110;290;285;165;450;312;50;607;477;161;445;128;125;105;345;
20241226;0;446;235;692;162;332;383;221;604;412;77;777;657;246;678;194;259;157;582;
20241227;0;449;355;1092;187;575;588;352;940;556;135;1258;1033;437;805;236;195;242;582;
20241228;0;430;280;1032;184;486;727;376;1103;498;132;1111;876;476;738;190;226;220;632;
20241229;0;512;285;1047;200;422;639;287;926;559;118;1012;953;403;986;238;341;254;785;
20241230;0;525;332;1302;217;749;791;479;1270;625;193;1585;1234;689;874;270;192;277;745;
20241231;0;259;203;632;103;335;398;226;624;266;85;880;599;370;323;848;43;107;275;
