JAHR;MONAT;ZNR;ZNAME;STRTYP;STRNR;RINAME;FZTYP;DTVMS;DTVMF;DTVMO;DTVDD;DTVFR;DTVSA;DTVSF;TVMAX;TVMAXT;
2025;MÄRZ;1207;Altmannsdorfer Straße II;B;224;Zentrum;Kfz;21076;21933;21331;21935;22680;19921;18631;22922;Fr,28.03.;
2025;MÄRZ;1207;Altmannsdorfer Straße II;B;224;Zentrum;LkwÄ;903;1230;1263;1259;1104;256;174;1340;Do,20.03.;
2025;MÄRZ;1207;Altmannsdorfer Straße II;B;224;Vösendorf;Kfz;25206;26507;25650;26632;27204;24286;20658;27660;Do,13.03.;
2025;MÄRZ;1207;Altmannsdorfer Straße II;B;224;Vösendorf;LkwÄ;957;1280;1296;1330;1112;358;199;1379;Mi,12.03.;
2025;MÄRZ;1207;Altmannsdorfer Straße II;B;224;Gesamt;Kfz;46281;48440;46981;48567;49884;44207;39289;50386;Fr,28.03.;
2025;MÄRZ;1207;Altmannsdorfer Straße II;B;224;Gesamt;LkwÄ;1860;2511;2559;2589;2216;614;373;2664;Mi,12.03.;
2025;MÄRZ;1208;Wienerbergstraße;B;225;Breitenfurter Straße;Kfz;10429;11722;11489;11897;11490;8350;7074;12314;Do,20.03.;
2025;MÄRZ;1208;Wienerbergstraße;B;225;Breitenfurter Straße;LkwÄ;516;629;628;650;569;295;258;694;Mi,26.03.;
2025;MÄRZ;1208;Wienerbergstraße;B;225;Triester Straße;Kfz;9368;10655;10497;10780;10476;7277;6055;11058;Mi,19.03.;
2025;MÄRZ;1208;Wienerbergstraße;B;225;Triester Straße;LkwÄ;555;693;698;700;668;285;243;736;Mo,24.03.;
2025;MÄRZ;1208;Wienerbergstraße;B;225;Gesamt;Kfz;19797;22377;21986;22677;21966;15627;13129;23083;Mi,19.03.;
2025;MÄRZ;1208;Wienerbergstraße;B;225;Gesamt;LkwÄ;1070;1323;1325;1350;1237;580;501;1418;Mi,26.03.;
2025;MÄRZ;1209;Atzgersdorfer Straße;G;0;Stranzenberg Brücke;Kfz;8783;9863;9531;10007;9846;7139;5888;10538;Do,27.03.;
2025;MÄRZ;1209;Atzgersdorfer Straße;G;0;Stranzenberg Brücke;LkwÄ;237;304;299;316;275;109;85;344;Do,20.03.;
2025;MÄRZ;1209;Atzgersdorfer Straße;G;0;Rosenhügelstraße;Kfz;9498;10568;10134;10770;10505;7664;6839;11075;*Mi,26.03.;
2025;MÄRZ;1209;Atzgersdorfer Straße;G;0;Rosenhügelstraße;LkwÄ;231;290;293;299;258;112;105;333;*Do,20.03.;
2025;MÄRZ;1209;Atzgersdorfer Straße;G;0;Gesamt;Kfz;18281;20431;19664;20777;20352;14803;12727;21402;*Do,27.03.;
2025;MÄRZ;1209;Atzgersdorfer Straße;G;0;Gesamt;LkwÄ;469;594;592;616;533;221;190;677;*Do,20.03.;
2025;MÄRZ;1210;Koppstraße;B;223;stadtauswärts;Kfz;16109;16525;16219;16478;17051;15756;14714;17474;Fr,28.03.;
2025;MÄRZ;1210;Koppstraße;B;223;stadtauswärts;LkwÄ;439;548;544;558;523;243;174;583;Di,25.03.;
2025;MÄRZ;1210;Koppstraße;B;223;Einbahnstraße;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1210;Koppstraße;B;223;Einbahnstraße;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1210;Koppstraße;B;223;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1210;Koppstraße;B;223;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1211;Laxenburger Straße II;B;230;Zentrum;Kfz;7304;8816;8857;9001;8207;4610;3647;9384;Di,25.03.;
2025;MÄRZ;1211;Laxenburger Straße II;B;230;Zentrum;LkwÄ;1506;1942;1954;1987;1793;686;491;2106;Mo,24.03.;
2025;MÄRZ;1211;Laxenburger Straße II;B;230;S1;Kfz;8190;10123;10060;10218;9918;5030;3226;10969;Do,27.03.;
2025;MÄRZ;1211;Laxenburger Straße II;B;230;S1;LkwÄ;1603;2106;2163;2142;1929;642;452;2343;Do,27.03.;
2025;MÄRZ;1211;Laxenburger Straße II;B;230;Gesamt;Kfz;15493;18939;18917;19219;18126;9641;6874;20249;Do,20.03.;
2025;MÄRZ;1211;Laxenburger Straße II;B;230;Gesamt;LkwÄ;3109;4049;4116;4129;3722;1328;943;4366;Do,27.03.;
2025;MÄRZ;1212;Donaustadtstraße II;B;3;A 23;Kfz;10473;11570;11207;11690;11661;9151;7188;12008;Do,13.03.;
2025;MÄRZ;1212;Donaustadtstraße II;B;3;A 23;LkwÄ;513;683;683;707;610;184;131;776;Mi,05.03.;
2025;MÄRZ;1212;Donaustadtstraße II;B;3;Erzherzog-Karl-Str.;Kfz;8621;9037;8864;9006;9347;8297;7196;9636;Fr,07.03.;
2025;MÄRZ;1212;Donaustadtstraße II;B;3;Erzherzog-Karl-Str.;LkwÄ;492;649;666;660;592;188;137;784;Mo,24.03.;
2025;MÄRZ;1212;Donaustadtstraße II;B;3;Gesamt;Kfz;19093;20607;20071;20696;21008;17448;14384;21642;Fr,07.03.;
2025;MÄRZ;1212;Donaustadtstraße II;B;3;Gesamt;LkwÄ;1005;1332;1350;1368;1202;372;268;1536;Mi,05.03.;
2025;MÄRZ;1213;Burggasse II;G;0;Zentrum;Kfz;8424;8744;8185;8777;9343;8655;6849;9549;Fr,28.03.;
2025;MÄRZ;1213;Burggasse II;G;0;Zentrum;LkwÄ;357;433;430;438;425;227;168;464;Di,11.03.;
2025;MÄRZ;1213;Burggasse II;G;0;Gablenzgasse;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1213;Burggasse II;G;0;Gablenzgasse;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1213;Burggasse II;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1213;Burggasse II;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1214;Neustiftgasse II;G;0;Koppstraße;Kfz;9856;10038;9561;10023;10678;10282;8667;10975;Fr,14.03.;
2025;MÄRZ;1214;Neustiftgasse II;G;0;Koppstraße;LkwÄ;326;403;399;413;378;192;136;476;Di,04.03.;
2025;MÄRZ;1214;Neustiftgasse II;G;0;Zentrum;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1214;Neustiftgasse II;G;0;Zentrum;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1214;Neustiftgasse II;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1214;Neustiftgasse II;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1215;Erzherzog-Karl-Straße III;B;3;Genochplatz;Kfz;12385;12600;12259;12407;13607;12876;10992;13893;Fr,28.03.;
2025;MÄRZ;1215;Erzherzog-Karl-Straße III;B;3;Genochplatz;LkwÄ;595;786;815;811;676;220;168;864;Di,25.03.;
2025;MÄRZ;1215;Erzherzog-Karl-Straße III;B;3;Siegesplatz;Kfz;14043;14748;14359;14680;15438;13528;11598;15565;Fr,28.03.;
2025;MÄRZ;1215;Erzherzog-Karl-Straße III;B;3;Siegesplatz;LkwÄ;616;813;838;842;696;228;175;905;Mi,19.03.;
2025;MÄRZ;1215;Erzherzog-Karl-Straße III;B;3;Gesamt;Kfz;26429;27348;26617;27087;29045;26404;22591;29458;Fr,28.03.;
2025;MÄRZ;1215;Erzherzog-Karl-Straße III;B;3;Gesamt;LkwÄ;1211;1599;1652;1653;1372;448;344;1754;Di,25.03.;
2025;MÄRZ;1216;Perchtoldsdorfer Straße;G;0;stadteinwärts;Kfz;3635;3985;3813;3997;4168;3172;2629;4211;Fr,28.03.;
2025;MÄRZ;1216;Perchtoldsdorfer Straße;G;0;stadteinwärts;LkwÄ;161;195;194;194;195;98;84;209;Do,27.03.;
2025;MÄRZ;1216;Perchtoldsdorfer Straße;G;0;stadtauswärts;Kfz;3113;3391;3280;3358;3629;2739;2318;3654;Fr,28.03.;
2025;MÄRZ;1216;Perchtoldsdorfer Straße;G;0;stadtauswärts;LkwÄ;95;114;107;119;110;62;48;139;Mi,12.03.;
2025;MÄRZ;1216;Perchtoldsdorfer Straße;G;0;Gesamt;Kfz;6748;7376;7093;7354;7796;5912;4947;7865;Fr,28.03.;
2025;MÄRZ;1216;Perchtoldsdorfer Straße;G;0;Gesamt;LkwÄ;256;309;301;313;306;160;131;336;Mi,12.03.;
2025;MÄRZ;1217;Museumstraße;G;0;Landesgerichtsstraße;Kfz;5473;6211;5798;6261;6577;4499;3350;8215;Fr,07.03.;
2025;MÄRZ;1217;Museumstraße;G;0;Landesgerichtsstraße;LkwÄ;104;138;135;142;130;42;24;168;Di,11.03.;
2025;MÄRZ;1217;Museumstraße;G;0;Getreidemarkt;Kfz;11583;12703;11955;12868;13143;10201;8259;13426;Do,27.03.;
2025;MÄRZ;1217;Museumstraße;G;0;Getreidemarkt;LkwÄ;253;322;308;333;306;122;97;366;*Do,20.03.;
2025;MÄRZ;1217;Museumstraße;G;0;Gesamt;Kfz;17056;18914;17753;19129;19720;14699;11609;21291;Fr,07.03.;
2025;MÄRZ;1217;Museumstraße;G;0;Gesamt;LkwÄ;357;460;443;474;436;164;121;512;*Mi,26.03.;
2025;MÄRZ;1218;Spange Leopoldsdorf;G;0;Leopoldsdorfer Straß;Kfz;4437;4972;4778;4979;5194;3577;3047;5485;Fr,21.03.;
2025;MÄRZ;1218;Spange Leopoldsdorf;G;0;Leopoldsdorfer Straß;LkwÄ;107;149;148;159;119;25;11;206;Do,27.03.;
2025;MÄRZ;1218;Spange Leopoldsdorf;G;0;Himberger Straße;Kfz;4377;4982;4772;5120;4826;3238;2975;5931;Do,20.03.;
2025;MÄRZ;1218;Spange Leopoldsdorf;G;0;Himberger Straße;LkwÄ;114;160;161;173;118;26;12;225;Do,27.03.;
2025;MÄRZ;1218;Spange Leopoldsdorf;G;0;Gesamt;Kfz;8813;9954;9550;10100;10020;6814;6022;11285;Do,20.03.;
2025;MÄRZ;1218;Spange Leopoldsdorf;G;0;Gesamt;LkwÄ;221;309;309;333;237;51;23;431;Do,27.03.;
2025;MÄRZ;1219;Barawitzkagasse;G;0;Heiligenstädter Str.;Kfz;11160;11905;11582;11939;12208;10344;8845;12416;Fr,21.03.;
2025;MÄRZ;1219;Barawitzkagasse;G;0;Heiligenstädter Str.;LkwÄ;509;610;601;629;563;332;264;663;Do,20.03.;
2025;MÄRZ;1219;Barawitzkagasse;G;0;Ruthgasse;Kfz;8959;9513;9316;9556;9631;8232;7358;9821;Mi,05.03.;
2025;MÄRZ;1219;Barawitzkagasse;G;0;Ruthgasse;LkwÄ;438;527;513;548;480;271;232;591;Do,06.03.;
2025;MÄRZ;1219;Barawitzkagasse;G;0;Gesamt;Kfz;20119;21418;20898;21495;21838;18576;16204;22084;Fr,07.03.;
2025;MÄRZ;1219;Barawitzkagasse;G;0;Gesamt;LkwÄ;947;1137;1114;1177;1043;603;495;1238;Do,06.03.;
2025;MÄRZ;1220;Am Heumarkt;B;1;Schwarzenbergplatz;Kfz;6674;7582;7293;7796;7304;5242;4295;8125;Mi,26.03.;
2025;MÄRZ;1220;Am Heumarkt;B;1;Schwarzenbergplatz;LkwÄ;171;212;213;222;181;102;67;252;*Mo,24.03.;
2025;MÄRZ;1220;Am Heumarkt;B;1;Urania;Kfz;15634;16915;15037;17562;17323;14327;11557;19341;Do,20.03.;
2025;MÄRZ;1220;Am Heumarkt;B;1;Urania;LkwÄ;565;711;725;718;676;272;243;1046;*Mo,24.03.;
2025;MÄRZ;1220;Am Heumarkt;B;1;Gesamt;Kfz;22308;24497;22329;25358;24627;19569;15852;27138;Do,20.03.;
2025;MÄRZ;1220;Am Heumarkt;B;1;Gesamt;LkwÄ;736;924;938;940;857;374;310;1298;*Mo,24.03.;
2025;MÄRZ;1221;Grenzackerstraße;B;225;Laxenburger Straße;Kfz;15188;15753;15461;15690;16306;14659;13343;16532;Fr,21.03.;
2025;MÄRZ;1221;Grenzackerstraße;B;225;Laxenburger Straße;LkwÄ;436;574;616;607;421;163;131;686;*Di,25.03.;
2025;MÄRZ;1221;Grenzackerstraße;B;225;Verteilerkreis;Kfz;14009;14557;14447;14425;15089;13494;12223;16111;Fr,07.03.;
2025;MÄRZ;1221;Grenzackerstraße;B;225;Verteilerkreis;LkwÄ;519;661;676;672;606;256;187;734;Mi,19.03.;
2025;MÄRZ;1221;Grenzackerstraße;B;225;Gesamt;Kfz;29196;30309;29908;30114;31396;28154;25565;32350;Fr,07.03.;
2025;MÄRZ;1221;Grenzackerstraße;B;225;Gesamt;LkwÄ;955;1234;1292;1279;1027;419;317;1340;*Mo,10.03.;
2025;MÄRZ;1222;Universitätsring;G;0;Schottenring;Kfz;23282;24893;23857;25304;24955;21595;18203;26715;Fr,21.03.;
2025;MÄRZ;1222;Universitätsring;G;0;Schottenring;LkwÄ;555;687;691;701;642;332;220;903;Do,06.03.;
2025;MÄRZ;1222;Universitätsring;G;0;Einbahnstraße;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1222;Universitätsring;G;0;Einbahnstraße;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1222;Universitätsring;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1222;Universitätsring;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1223;Adalbert-Stifter-Straße;B;226;Gürtelbrücke;Kfz;9508;10064;9368;10449;9781;8948;7731;10965;Do,20.03.;
2025;MÄRZ;1223;Adalbert-Stifter-Straße;B;226;Gürtelbrücke;LkwÄ;553;650;538;725;564;389;311;1101;*Do,06.03.;
2025;MÄRZ;1223;Adalbert-Stifter-Straße;B;226;Floridsdorfer Brücke;Kfz;9984;10663;10383;10706;10882;9388;7728;11437;Mi,19.03.;
2025;MÄRZ;1223;Adalbert-Stifter-Straße;B;226;Floridsdorfer Brücke;LkwÄ;339;434;443;452;367;163;114;590;Do,20.03.;
2025;MÄRZ;1223;Adalbert-Stifter-Straße;B;226;Gesamt;Kfz;19492;20727;19751;21155;20664;18336;15459;22290;Mi,19.03.;
2025;MÄRZ;1223;Adalbert-Stifter-Straße;B;226;Gesamt;LkwÄ;892;1084;980;1178;932;552;425;1560;*Do,06.03.;
2025;MÄRZ;1224;Wagramer Str. II;B;8;Reichsbrücke;Kfz;9917;11064;10885;11127;11102;8887;6130;11804;Do,20.03.;
2025;MÄRZ;1224;Wagramer Str. II;B;8;Reichsbrücke;LkwÄ;398;550;583;575;436;96;60;675;Do,20.03.;
2025;MÄRZ;1224;Wagramer Str. II;B;8;Süßenbrunn;Kfz;8830;9548;9423;9362;10259;8902;5743;10590;Fr,28.03.;
2025;MÄRZ;1224;Wagramer Str. II;B;8;Süßenbrunn;LkwÄ;239;335;364;344;270;50;25;419;Mo,24.03.;
2025;MÄRZ;1224;Wagramer Str. II;B;8;Gesamt;Kfz;18747;20612;20308;20489;21360;17788;11873;21502;Do,20.03.;
2025;MÄRZ;1224;Wagramer Str. II;B;8;Gesamt;LkwÄ;637;885;947;919;706;146;85;1036;Do,20.03.;
2025;MÄRZ;1600;Schönbrunner Straße;B;1;Zentrum;Kfz;17341;18090;17411;18134;18803;16394;15146;19663;Fr,28.03.;
2025;MÄRZ;1600;Schönbrunner Straße;B;1;Zentrum;LkwÄ;802;1027;1063;1059;883;399;261;1157;Do,27.03.;
2025;MÄRZ;1600;Schönbrunner Straße;B;1;Stadtauswärts;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1600;Schönbrunner Straße;B;1;Stadtauswärts;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1600;Schönbrunner Straße;B;1;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1600;Schönbrunner Straße;B;1;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1603;Hirschstettner Straße;G;0;Kagran;Kfz;7283;7584;7484;7460;8082;7527;5771;8378;Fr,28.03.;
2025;MÄRZ;1603;Hirschstettner Straße;G;0;Kagran;LkwÄ;330;399;427;392;388;221;148;458;Mo,31.03.;
2025;MÄRZ;1603;Hirschstettner Straße;G;0;S2;Kfz;7612;8149;8134;8119;8258;7536;5432;8463;Do,20.03.;
2025;MÄRZ;1603;Hirschstettner Straße;G;0;S2;LkwÄ;312;384;382;399;339;187;135;435;Di,04.03.;
2025;MÄRZ;1603;Hirschstettner Straße;G;0;Gesamt;Kfz;14894;15733;15619;15579;16340;15063;11204;16811;Fr,28.03.;
2025;MÄRZ;1603;Hirschstettner Straße;G;0;Gesamt;LkwÄ;642;783;809;790;728;408;282;860;Do,13.03.;
2025;MÄRZ;1607;Weißgerberlände;B;227;A4;Kfz;26941;29117;28196;29537;29009;23641;21100;30713;*Do,20.03.;
2025;MÄRZ;1607;Weißgerberlände;B;227;A4;LkwÄ;599;789;813;814;682;231;173;881;*Mo,24.03.;
2025;MÄRZ;1607;Weißgerberlände;B;227;Zentrum;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1607;Weißgerberlände;B;227;Zentrum;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1607;Weißgerberlände;B;227;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1607;Weißgerberlände;B;227;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1608;Margaretengürtel/Matzl.Pl;B;221;A23;Kfz;23269;23949;23402;23852;24922;22522;21161;25282;Fr,07.03.;
2025;MÄRZ;1608;Margaretengürtel/Matzl.Pl;B;221;A23;LkwÄ;3724;4445;4533;4541;4048;2406;2014;4669;Mi,19.03.;
2025;MÄRZ;1608;Margaretengürtel/Matzl.Pl;B;221;Wienzeile;Kfz;22947;24093;23436;24037;25080;21330;19749;25369;Fr,28.03.;
2025;MÄRZ;1608;Margaretengürtel/Matzl.Pl;B;221;Wienzeile;LkwÄ;797;1033;1041;1059;942;366;238;1117;Do,20.03.;
2025;MÄRZ;1608;Margaretengürtel/Matzl.Pl;B;221;Gesamt;Kfz;46216;48041;46838;47889;50003;43852;40911;50334;Fr,28.03.;
2025;MÄRZ;1608;Margaretengürtel/Matzl.Pl;B;221;Gesamt;LkwÄ;4521;5478;5574;5600;4990;2772;2252;5764;Mi,19.03.;
2025;MÄRZ;1611;Simmeringer Hauptstr. II;B;225;Schwechat;Kfz;8106;8657;8529;8552;9133;7303;6593;11067;Fr,21.03.;
2025;MÄRZ;1611;Simmeringer Hauptstr. II;B;225;Schwechat;LkwÄ;370;497;509;514;430;121;83;683;Do,27.03.;
2025;MÄRZ;1611;Simmeringer Hauptstr. II;B;225;Zentrum;Kfz;7271;7710;7540;7717;7904;6465;6229;8379;Fr,28.03.;
2025;MÄRZ;1611;Simmeringer Hauptstr. II;B;225;Zentrum;LkwÄ;504;641;636;667;568;227;206;724;Do,06.03.;
2025;MÄRZ;1611;Simmeringer Hauptstr. II;B;225;Gesamt;Kfz;15376;16367;16069;16269;17037;13768;12822;19386;Fr,21.03.;
2025;MÄRZ;1611;Simmeringer Hauptstr. II;B;225;Gesamt;LkwÄ;873;1138;1145;1181;998;348;289;1404;Do,27.03.;
2025;MÄRZ;1612;Längenfeldgasse;G;0;Eichenstraße;Kfz;11892;12908;12716;12995;12888;10748;8767;14692;Do,20.03.;
2025;MÄRZ;1612;Längenfeldgasse;G;0;Eichenstraße;LkwÄ;308;381;405;392;318;173;137;432;Do,27.03.;
2025;MÄRZ;1612;Längenfeldgasse;G;0;Wienerbergstraße;Kfz;8054;8784;8530;8815;9009;6958;6082;9392;Fr,07.03.;
2025;MÄRZ;1612;Längenfeldgasse;G;0;Wienerbergstraße;LkwÄ;376;463;476;473;415;206;181;516;Mi,12.03.;
2025;MÄRZ;1612;Längenfeldgasse;G;0;Gesamt;Kfz;19946;21693;21246;21810;21897;17706;14850;23637;Do,20.03.;
2025;MÄRZ;1612;Längenfeldgasse;G;0;Gesamt;LkwÄ;684;843;880;865;733;379;317;917;Mo,17.03.;
2025;MÄRZ;1613;Lainzer Straße;G;0;Zentrum;Kfz;4752;5309;5185;5317;5438;3843;3320;5625;Mi,26.03.;
2025;MÄRZ;1613;Lainzer Straße;G;0;Zentrum;LkwÄ;382;458;455;475;409;222;226;525;Di,18.03.;
2025;MÄRZ;1613;Lainzer Straße;G;0;Fasangartengasse;Kfz;6517;7212;7033;7299;7173;5388;4727;7488;Mi,26.03.;
2025;MÄRZ;1613;Lainzer Straße;G;0;Fasangartengasse;LkwÄ;515;618;631;634;554;323;271;729;Di,18.03.;
2025;MÄRZ;1613;Lainzer Straße;G;0;Gesamt;Kfz;11268;12520;12218;12616;12611;9231;8047;13113;Mi,26.03.;
2025;MÄRZ;1613;Lainzer Straße;G;0;Gesamt;LkwÄ;897;1076;1086;1109;963;545;497;1254;Di,18.03.;
2025;MÄRZ;1614;Maxingstraße;G;0;Montecuccoliplatz;Kfz;4605;5066;4866;5151;5063;3747;3523;5315;Mi,26.03.;
2025;MÄRZ;1614;Maxingstraße;G;0;Montecuccoliplatz;LkwÄ;341;401;394;410;384;222;210;431;Mi,26.03.;
2025;MÄRZ;1614;Maxingstraße;G;0;Zentrum;Kfz;7192;8017;7720;8155;7976;5676;5242;8428;Do,27.03.;
2025;MÄRZ;1614;Maxingstraße;G;0;Zentrum;LkwÄ;635;777;771;806;699;350;322;863;Di,25.03.;
2025;MÄRZ;1614;Maxingstraße;G;0;Gesamt;Kfz;11797;13083;12585;13306;13039;9424;8765;13717;Mi,26.03.;
2025;MÄRZ;1614;Maxingstraße;G;0;Gesamt;LkwÄ;976;1178;1165;1215;1084;572;532;1285;Mi,26.03.;
2025;MÄRZ;1615;Gablenzgasse;B;223;Zentrum;Kfz;15651;16122;15758;15964;17052;15851;13469;17318;Fr,28.03.;
2025;MÄRZ;1615;Gablenzgasse;B;223;Zentrum;LkwÄ;343;428;451;432;390;203;126;544;Mo,31.03.;
2025;MÄRZ;1615;Gablenzgasse;B;223;Stadtauswärts;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1615;Gablenzgasse;B;223;Stadtauswärts;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1615;Gablenzgasse;B;223;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1615;Gablenzgasse;B;223;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;MÄRZ;1616;Gersthofer Straße;G;0;Lidlgasse;Kfz;7523;8111;7857;8262;7977;6701;5877;8519;Mi,26.03.;
2025;MÄRZ;1616;Gersthofer Straße;G;0;Lidlgasse;LkwÄ;702;821;835;876;641;358;543;950;*Mi,19.03.;
2025;MÄRZ;1616;Gersthofer Straße;G;0;Türkenschanz-Park;Kfz;8288;8912;8631;9056;8832;7499;6458;9381;Fr,21.03.;
2025;MÄRZ;1616;Gersthofer Straße;G;0;Türkenschanz-Park;LkwÄ;960;1155;1106;1206;1063;581;518;1333;Do,20.03.;
2025;MÄRZ;1616;Gersthofer Straße;G;0;Gesamt;Kfz;15812;17023;16487;17318;16809;14200;12335;17871;Mi,26.03.;
2025;MÄRZ;1616;Gersthofer Straße;G;0;Gesamt;LkwÄ;1661;1976;1942;2081;1704;940;1060;2205;*Mi,26.03.;
2025;MÄRZ;1617;Angerer Straße;G;0;Brünner Straße;Kfz;6633;7084;6928;6987;7570;6281;5089;7688;Fr,14.03.;
2025;MÄRZ;1617;Angerer Straße;G;0;Brünner Straße;LkwÄ;220;296;262;321;262;72;47;376;*Do,20.03.;
2025;MÄRZ;1617;Angerer Straße;G;0;Donaufelder Str.;Kfz;6114;6430;6257;6391;6761;5830;5073;7347;Fr,28.03.;
2025;MÄRZ;1617;Angerer Straße;G;0;Donaufelder Str.;LkwÄ;74;100;108;105;77;25;14;148;*Mi,26.03.;
2025;MÄRZ;1617;Angerer Straße;G;0;Gesamt;Kfz;12747;13514;13185;13378;14330;12111;10162;14870;Fr,28.03.;
2025;MÄRZ;1617;Angerer Straße;G;0;Gesamt;LkwÄ;294;396;371;426;339;97;62;484;*Do,27.03.;
2025;MÄRZ;1618;Siemensstraße;B;229;Leopoldauer Platz;Kfz;7777;8459;8400;8484;8460;6958;5730;9005;Fr,21.03.;
2025;MÄRZ;1618;Siemensstraße;B;229;Leopoldauer Platz;LkwÄ;850;1079;1099;1121;928;418;320;1176;Do,06.03.;
2025;MÄRZ;1618;Siemensstraße;B;229;Siemensplatz;Kfz;7686;8394;8311;8362;8592;6989;5414;8854;Fr,28.03.;
2025;MÄRZ;1618;Siemensstraße;B;229;Siemensplatz;LkwÄ;938;1189;1218;1224;1049;473;349;1294;Do,27.03.;
2025;MÄRZ;1618;Siemensstraße;B;229;Gesamt;Kfz;15463;16853;16711;16846;17052;13947;11144;17837;Fr,28.03.;
2025;MÄRZ;1618;Siemensstraße;B;229;Gesamt;LkwÄ;1788;2268;2317;2345;1978;890;669;2439;Mo,10.03.;
2025;MÄRZ;1619;Breitenfurter Straße II;B;13;Liesinger Platz;Kfz;7884;8661;8522;8560;9140;7209;5294;9292;Fr,28.03.;
2025;MÄRZ;1619;Breitenfurter Straße II;B;13;Liesinger Platz;LkwÄ;309;370;378;368;366;191;170;433;Mo,31.03.;
2025;MÄRZ;1619;Breitenfurter Straße II;B;13;Zentrum;Kfz;8093;8873;8617;8872;9198;7226;5683;9402;Fr,28.03.;
2025;MÄRZ;1619;Breitenfurter Straße II;B;13;Zentrum;LkwÄ;355;427;419;430;428;220;187;460;Mi,19.03.;
2025;MÄRZ;1619;Breitenfurter Straße II;B;13;Gesamt;Kfz;15977;17534;17138;17432;18337;14435;10976;18694;Fr,28.03.;
2025;MÄRZ;1619;Breitenfurter Straße II;B;13;Gesamt;LkwÄ;664;797;797;798;793;411;357;860;Mo,31.03.;
2025;MÄRZ;1620;Endresstraße;G;0;Mauerer Hauptplatz;Kfz;2893;3232;3128;3218;3407;2431;1930;3578;Fr,28.03.;
2025;MÄRZ;1620;Endresstraße;G;0;Mauerer Hauptplatz;LkwÄ;166;211;204;215;207;79;65;234;Mi,19.03.;
2025;MÄRZ;1620;Endresstraße;G;0;Atzgersdorf;Kfz;1839;2075;2018;2082;2128;1480;1203;2194;Fr,07.03.;
2025;MÄRZ;1620;Endresstraße;G;0;Atzgersdorf;LkwÄ;243;303;305;307;288;129;104;331;Di,18.03.;
2025;MÄRZ;1620;Endresstraße;G;0;Gesamt;Kfz;4732;5308;5146;5299;5534;3911;3133;5734;Fr,28.03.;
2025;MÄRZ;1620;Endresstraße;G;0;Gesamt;LkwÄ;409;514;508;522;495;208;169;543;Mi,19.03.;
2025;MÄRZ;1621;Währinger Gürtel;B;221;Liechtenwerder Platz;Kfz;33941;33942;32724;33824;35815;35133;32744;36426;Fr,21.03.;
2025;MÄRZ;1621;Währinger Gürtel;B;221;Liechtenwerder Platz;LkwÄ;1735;2253;2320;2325;1955;828;467;2438;Do,20.03.;
