C-SDB_TIT-0;C-W96-0;C-C93-2;F-ANK;F-UEB
202407;W96-9;16;30830;72041
202407;W96-9;93;1688;5225
202407;W96-9;57;2538;6355
202407;W96-9;58;3175;9177
202407;W96-9;37;9623;23340
202407;W96-9;40;8440;18757
202408;W96-9;01;12953;27143
202408;W96-9;70;9497;18366
202408;W96-9;71;14568;27063
202408;W96-9;72;16107;29905
202408;W96-9;73;22173;38655
202408;W96-9;74;16444;30249
202408;W96-9;75;25249;45959
202408;W96-9;76;14954;29777
202408;W96-9;77;9378;19491
202408;W96-9;80;34027;83109
202408;W96-9;81;17418;46651
202408;W96-9;82;17583;46213
202408;W96-9;83;20752;51099
202408;W96-9;84;17831;43634
202408;W96-9;85;15301;38381
202408;W96-9;53;20670;48985
202408;W96-9;56;10847;29414
202408;W96-9;60;6534;15648
202408;W96-9;62;7717;19248
202408;W96-9;94;3427;8895
202408;W96-9;08;3624;9252
202408;W96-9;67;17035;36083
202408;W96-9;11;4398;11725
202408;W96-9;86;1656;3874
202408;W96-9;13;3183;7757
202408;W96-9;14;21490;57272
202408;W96-9;15;5566;15654
202408;W96-9;87;5491;14023
202408;W96-9;18;4844;11422
202408;W96-9;49;894;2252
202408;W96-9;19;12507;32320
202408;W96-9;20;52023;143357
202408;W96-9;21;8363;19241
202408;W96-9;22;5940;13293
202408;W96-9;23;9218;22310
202408;W96-9;51;4557;9364
202408;W96-9;88;2155;4704
202408;W96-9;89;3516;7038
202408;W96-9;63;1684;4710
202408;W96-9;90;1526;4469
202408;W96-9;61;1232;2768
202408;W96-9;25;16086;40201
202408;W96-9;26;3934;10197
202408;W96-9;27;33666;64078
202408;W96-9;28;3985;10711
202408;W96-9;29;18145;40355
202408;W96-9;91;3005;8855
202408;W96-9;95;9671;22698
202408;W96-9;31;4434;10346
202408;W96-9;32;13125;32268
202408;W96-9;10;5746;10878
202408;W96-9;52;4324;8321
202408;W96-9;33;31855;85827
202408;W96-9;34;752;1944
202408;W96-9;17;6332;14965
202408;W96-9;64;10771;22554
202408;W96-9;59;5057;11565
202408;W96-9;65;5818;12395
202408;W96-9;09;15501;28170
202408;W96-9;36;9178;20885
202408;W96-9;92;10263;29087
202408;W96-9;38;11975;23213
202408;W96-9;39;56590;138504
202408;W96-9;96;10460;24292
202408;W96-9;16;32649;75959
202408;W96-9;93;2650;7553
202408;W96-9;57;3223;7963
202408;W96-9;58;3321;9353
202408;W96-9;37;8461;19981
202408;W96-9;40;9801;22596
202409;W96-9;01;14063;27991
202409;W96-9;70;9666;18282
202409;W96-9;71;13845;26816
202409;W96-9;72;15909;29411
202409;W96-9;73;23576;44050
202409;W96-9;74;16034;29382
202409;W96-9;75;24332;42873
202409;W96-9;76;15681;29519
202409;W96-9;77;9249;17714
202409;W96-9;80;24465;61313
202409;W96-9;81;13750;36137
202409;W96-9;82;15219;40613
202409;W96-9;83;16620;42180
202409;W96-9;84;13986;36695
202409;W96-9;85;12580;32365
202409;W96-9;53;17341;41453
202409;W96-9;56;6273;14006
202409;W96-9;60;7856;20109
202409;W96-9;62;6055;14548
202409;W96-9;94;4715;13320
202409;W96-9;08;4122;10525
202409;W96-9;67;15072;29683
202409;W96-9;11;4418;10947
202409;W96-9;86;1187;2660
202409;W96-9;13;3054;7619
202409;W96-9;14;14977;38549
202409;W96-9;15;3223;8526
202409;W96-9;87;4796;11486
202409;W96-9;18;3444;8653
202409;W96-9;49;407;1021
202409;W96-9;19;8869;23138
202409;W96-9;20;24984;62766
202409;W96-9;21;8027;18653
202409;W96-9;22;6452;13855
202409;W96-9;23;9352;23893
202409;W96-9;51;3560;7974
202409;W96-9;88;1641;3905
202409;W96-9;89;1502;3405
202409;W96-9;63;984;2473
202409;W96-9;90;767;2288
202409;W96-9;61;1310;3184
202409;W96-9;25;9477;23798
202409;W96-9;26;2284;5930
202409;W96-9;27;18231;37179
202409;W96-9;28;3053;8066
202409;W96-9;29;9865;23549
202409;W96-9;91;2496;7879
202409;W96-9;95;6568;14535
202409;W96-9;31;4464;11160
202409;W96-9;32;14411;35191
202409;W96-9;10;3158;6359
202409;W96-9;52;2362;4975
202409;W96-9;33;18596;46992
202409;W96-9;34;945;2549
202409;W96-9;17;7538;17445
202409;W96-9;64;9990;20450
202409;W96-9;59;6379;14204
202409;W96-9;65;5739;10921
202409;W96-9;09;8738;16200
202409;W96-9;36;6668;16120
202409;W96-9;92;7979;25599
202409;W96-9;38;8081;16089
202409;W96-9;39;52685;130448
202409;W96-9;96;5004;9759
202409;W96-9;16;28274;67844
202409;W96-9;93;1171;3085
202409;W96-9;57;3102;8579
202409;W96-9;58;3006;8997
202409;W96-9;37;10003;24286
202409;W96-9;40;13522;29923
202410;W96-9;01;13140;28454
202410;W96-9;70;11727;22860
202410;W96-9;71;18746;36395
202410;W96-9;72;19044;34036
202410;W96-9;73;28022;51962
202410;W96-9;74;23463;43008
202410;W96-9;75;30814;56587
202410;W96-9;76;17877;36112
202410;W96-9;77;11012;22396
202410;W96-9;80;30778;77215
202410;W96-9;81;16097;43496
202410;W96-9;82;17199;49159
202410;W96-9;83;18718;49096
202410;W96-9;84;15884;42550
202410;W96-9;85;14012;38281
202410;W96-9;53;20855;49128
202410;W96-9;56;4613;9472
202410;W96-9;60;6137;15836
202410;W96-9;62;5000;13499
202410;W96-9;94;5856;15346
202410;W96-9;08;4118;11188
202410;W96-9;67;14923;28854
202410;W96-9;11;3701;10421
202410;W96-9;86;1150;2935
202410;W96-9;13;3092;7949
202410;W96-9;14;15637;41711
202410;W96-9;15;5681;16129
202410;W96-9;87;6307;16166
202410;W96-9;18;3465;9201
202410;W96-9;49;337;892
202410;W96-9;19;5802;14964
202410;W96-9;20;32061;77649
202410;W96-9;21;6203;14113
202410;W96-9;22;8079;17975
202410;W96-9;23;7669;20266
202410;W96-9;51;4119;8970
202410;W96-9;88;1604;4101
202410;W96-9;89;1953;4964
202410;W96-9;63;1059;2672
202410;W96-9;90;720;1894
202410;W96-9;61;725;1885
202410;W96-9;25;9751;24446
202410;W96-9;26;2204;5584
202410;W96-9;27;13613;30441
202410;W96-9;28;3664;9359
202410;W96-9;29;13780;32321
202410;W96-9;91;2836;8480
202410;W96-9;95;4265;9585
202410;W96-9;31;4660;11008
202410;W96-9;32;16099;41927
202410;W96-9;10;3587;6794
202410;W96-9;52;4388;8632
202410;W96-9;33;20179;47977
202410;W96-9;34;551;1412
202410;W96-9;17;5340;12693
202410;W96-9;64;10797;21200
202410;W96-9;59;8482;18258
202410;W96-9;65;7258;13379
202410;W96-9;09;12876;25219
202410;W96-9;36;8130;19755
202410;W96-9;92;9385;29882
202410;W96-9;38;11642;22419
202410;W96-9;39;42293;104653
202410;W96-9;96;4782;9576
202410;W96-9;16;27597;66576
202410;W96-9;93;1202;3148
202410;W96-9;57;3211;8247
202410;W96-9;58;2502;7877
202410;W96-9;37;9463;23738
202410;W96-9;40;11035;25116
202411;W96-9;01;11642;25374
202411;W96-9;70;12116;22108
202411;W96-9;71;18665;34833
202411;W96-9;72;17989;31159
202411;W96-9;73;30691;53709
202411;W96-9;74;19597;35193
202411;W96-9;75;29427;52553
202411;W96-9;76;18048;34579
202411;W96-9;77;10056;19814
202411;W96-9;80;26750;59497
202411;W96-9;81;12931;29429
202411;W96-9;82;14306;33195
202411;W96-9;83;13880;31825
202411;W96-9;84;11965;28031
202411;W96-9;85;10337;24013
202411;W96-9;53;14850;33541
202411;W96-9;56;3631;7932
202411;W96-9;60;4213;10653
202411;W96-9;62;4883;11847
202411;W96-9;94;3961;10093
202411;W96-9;08;5129;13308
202411;W96-9;67;8208;15505
202411;W96-9;11;3230;7862
202411;W96-9;86;1136;2757
202411;W96-9;13;2807;7034
202411;W96-9;14;15305;39598
202411;W96-9;15;7419;20667
202411;W96-9;87;5694;14597
202411;W96-9;18;4565;11431
202411;W96-9;49;405;955
202411;W96-9;19;5173;15251
202411;W96-9;20;36252;91198
202411;W96-9;21;5509;12685
202411;W96-9;22;13098;29656
202411;W96-9;23;5542;13650
202411;W96-9;51;7626;16167
202411;W96-9;88;1691;3845
202411;W96-9;89;1321;3263
202411;W96-9;63;985;2792
202411;W96-9;90;1094;2987
202411;W96-9;61;506;1279
202411;W96-9;25;8882;21049
202411;W96-9;26;2011;5132
202411;W96-9;27;17193;34759
202411;W96-9;28;5179;13512
202411;W96-9;29;17485;38587
202411;W96-9;91;2512;7653
202411;W96-9;95;3865;9783
202411;W96-9;31;3490;8421
202411;W96-9;32;13441;29995
202411;W96-9;10;5168;9184
202411;W96-9;52;4905;9301
202411;W96-9;33;24175;60774
202411;W96-9;34;554;1475
202411;W96-9;17;4410;10391
202411;W96-9;64;6763;13267
202411;W96-9;59;6440;14319
202411;W96-9;65;5316;9536
202411;W96-9;09;12399;21587
202411;W96-9;36;11587;28879
202411;W96-9;92;7845;25912
202411;W96-9;38;13021;24282
202411;W96-9;39;36282;87849
202411;W96-9;96;4225;8461
202411;W96-9;16;30971;75236
202411;W96-9;93;1359;3806
202411;W96-9;57;2664;6916
202411;W96-9;58;2170;7178
202411;W96-9;37;5871;14831
202411;W96-9;40;14051;29459
202412;W96-9;01;11393;24113
202412;W96-9;70;10936;20487
202412;W96-9;71;14294;27695
202412;W96-9;72;15467;28467
202412;W96-9;73;22561;39572
202412;W96-9;74;15435;28948
202412;W96-9;75;24999;47474
202412;W96-9;76;14597;28899
202412;W96-9;77;8730;18172
202412;W96-9;80;27558;65030
202412;W96-9;81;14333;35249
202412;W96-9;82;14898;38817
202412;W96-9;83;15434;37402
202412;W96-9;84;13685;33698
202412;W96-9;85;11872;28922
202412;W96-9;53;15801;36306
202412;W96-9;56;4700;11601
202412;W96-9;60;10400;28786
202412;W96-9;62;5790;15195
202412;W96-9;94;4844;13707
202412;W96-9;08;8134;22502
202412;W96-9;67;8820;19115
202412;W96-9;11;4275;11019
202412;W96-9;86;1203;3269
202412;W96-9;13;2836;7581
202412;W96-9;14;23447;66617
202412;W96-9;15;20395;64205
202412;W96-9;87;8963;23776
202412;W96-9;18;4124;11675
202412;W96-9;49;374;980
202412;W96-9;19;7120;22027
202412;W96-9;20;55547;149628
202412;W96-9;21;7625;16725
202412;W96-9;22;15393;33936
202412;W96-9;23;7277;19222
202412;W96-9;51;9537;19742
202412;W96-9;88;1883;4722
202412;W96-9;89;1870;4652
202412;W96-9;63;1419;3952
202412;W96-9;90;3161;9656
202412;W96-9;61;1041;2560
202412;W96-9;25;11216;29884
202412;W96-9;26;2177;6618
202412;W96-9;27;23738;46771
202412;W96-9;28;6432;18420
202412;W96-9;29;30157;68552
202412;W96-9;91;3363;10342
202412;W96-9;95;2755;7249
202412;W96-9;31;2966;7577
202412;W96-9;32;14352;35875
202412;W96-9;10;4364;7856
202412;W96-9;52;6126;11271
202412;W96-9;33;31181;84823
202412;W96-9;34;1497;3955
202412;W96-9;17;6300;15384
202412;W96-9;64;8247;17486
202412;W96-9;59;10757;26169
202412;W96-9;65;5573;10690
202412;W96-9;09;15741;26328
202412;W96-9;36;13092;33969
202412;W96-9;92;12566;38626
202412;W96-9;38;14418;25360
202412;W96-9;39;54111;141076
202412;W96-9;96;7955;19076
202412;W96-9;16;37941;101295
202412;W96-9;93;4080;13403
202412;W96-9;57;3833;9926
202412;W96-9;58;2966;8911
202412;W96-9;37;8954;22316
202412;W96-9;40;10630;27571
202501;W96-9;01;10105;22183
202501;W96-9;70;8788;15944
202501;W96-9;71;11528;21317
202501;W96-9;72;12956;22160
202501;W96-9;73;19612;33382
202501;W96-9;74;12998;22817
202501;W96-9;75;18291;31593
202501;W96-9;76;11045;20266
202501;W96-9;77;6596;12208
202501;W96-9;80;16913;37520
202501;W96-9;81;8448;19808
202501;W96-9;82;9091;20940
202501;W96-9;83;9561;21709
202501;W96-9;84;7933;18224
202501;W96-9;85;6287;14379
202501;W96-9;53;10260;22852
202501;W96-9;56;2983;7307
202501;W96-9;60;5240;14248
202501;W96-9;62;2991;7227
202501;W96-9;94;4113;11679
202501;W96-9;08;2490;5805
202501;W96-9;67;8755;17188
202501;W96-9;11;1402;3396
202501;W96-9;86;1563;3120
202501;W96-9;13;1575;3437
202501;W96-9;14;11036;29875
202501;W96-9;15;8711;26345
202501;W96-9;87;5789;15672
202501;W96-9;18;2038;5430
202501;W96-9;49;318;854
202501;W96-9;19;5839;15267
202501;W96-9;20;32320;89626
202501;W96-9;21;4017;9354
202501;W96-9;22;9894;24932
202501;W96-9;23;2925;6935
202501;W96-9;51;4842;10122
202501;W96-9;88;1361;2939
202501;W96-9;89;1152;2529
202501;W96-9;63;628;1669
202501;W96-9;90;963;2823
202501;W96-9;61;531;1206
202501;W96-9;25;5338;13127
202501;W96-9;26;1009;2343
202501;W96-9;27;13838;26935
202501;W96-9;28;3386;8908
202501;W96-9;29;13640;28167
202501;W96-9;91;3046;9520
202501;W96-9;95;2263;5779
202501;W96-9;31;1728;4243
202501;W96-9;32;7937;18650
202501;W96-9;10;2720;5070
202501;W96-9;52;2313;4548
202501;W96-9;33;16703;42400
202501;W96-9;34;531;1276
202501;W96-9;17;2931;6697
202501;W96-9;64;8445;17092
202501;W96-9;59;4015;9357
202501;W96-9;65;4904;9436
202501;W96-9;09;7608;12589
202501;W96-9;36;10425;26852
202501;W96-9;92;10446;32004
202501;W96-9;38;7458;15151
202501;W96-9;39;19029;48345
202501;W96-9;96;4572;8524
202501;W96-9;16;15839;37424
202501;W96-9;93;1701;5005
202501;W96-9;57;2509;6197
202501;W96-9;58;1885;6162
202501;W96-9;37;6264;16353
202501;W96-9;40;8884;18975
202502;W96-9;01;10025;26817
202502;W96-9;70;9972;18945
202502;W96-9;71;11603;21760
202502;W96-9;72;13547;24692
202502;W96-9;73;20190;36715
202502;W96-9;74;13560;25297
202502;W96-9;75;19171;34364
202502;W96-9;76;12098;22813
202502;W96-9;77;6438;12482
202502;W96-9;80;16187;34875
202502;W96-9;81;8464;19964
202502;W96-9;82;8606;19838
202502;W96-9;83;9096;21925
202502;W96-9;84;7597;19522
202502;W96-9;85;6755;16414
202502;W96-9;53;10551;23275
202502;W96-9;56;2161;6256
202502;W96-9;60;2930;7199
202502;W96-9;62;3653;9420
202502;W96-9;94;2999;8104
202502;W96-9;08;2448;6274
202502;W96-9;67;9037;18452
202502;W96-9;11;2042;5228
202502;W96-9;86;1032;2645
202502;W96-9;13;1750;4191
202502;W96-9;14;13378;34997
202502;W96-9;15;8414;22509
202502;W96-9;87;5587;15088
202502;W96-9;18;2684;7069
202502;W96-9;49;331;861
202502;W96-9;19;6058;15840
202502;W96-9;20;25585;65497
202502;W96-9;21;6005;13400
202502;W96-9;22;8170;20415
202502;W96-9;23;2956;7688
202502;W96-9;51;4141;9318
202502;W96-9;88;1420;3426
202502;W96-9;89;1447;3261
202502;W96-9;63;831;2152
202502;W96-9;90;867;2257
202502;W96-9;61;307;826
202502;W96-9;25;6558;16452
202502;W96-9;26;1342;3365
202502;W96-9;27;18835;37590
202502;W96-9;28;3511;9989
202502;W96-9;29;11092;24186
202502;W96-9;91;2094;6857
202502;W96-9;95;1823;4594
202502;W96-9;31;2068;5053
202502;W96-9;32;8939;21419
202502;W96-9;10;3176;6963
202502;W96-9;52;2792;5532
202502;W96-9;33;14872;36563
202502;W96-9;34;331;866
202502;W96-9;17;2806;6639
202502;W96-9;64;6541;13361
202502;W96-9;59;3658;8268
202502;W96-9;65;3719;7212
202502;W96-9;09;9204;16695
202502;W96-9;36;8930;23073
202502;W96-9;92;7082;25603
202502;W96-9;38;7047;14710
202502;W96-9;39;16464;40408
202502;W96-9;96;3668;6839
202502;W96-9;16;18972;45766
202502;W96-9;93;1682;4500
202502;W96-9;57;2296;6208
202502;W96-9;58;1716;5962
202502;W96-9;37;4801;12035
202502;W96-9;40;9518;20407
202503;W96-9;01;13024;32444
202503;W96-9;70;11695;21920
202503;W96-9;71;15282;27592
202503;W96-9;72;16306;29145
202503;W96-9;73;26594;47273
202503;W96-9;74;17412;31687
202503;W96-9;75;23925;42856
202503;W96-9;76;15093;28302
202503;W96-9;77;9000;17154
202503;W96-9;80;24032;57530
202503;W96-9;81;11474;29168
202503;W96-9;82;12756;32675
202503;W96-9;83;12352;30089
202503;W96-9;84;10593;28669
202503;W96-9;85;9811;24698
202503;W96-9;53;16267;38133
202503;W96-9;56;1585;4592
202503;W96-9;60;2694;6943
202503;W96-9;62;4278;10465
202503;W96-9;94;3437;9644
202503;W96-9;08;4221;9655
202503;W96-9;67;9314;17932
202503;W96-9;11;2277;5826
202503;W96-9;86;1102;2944
202503;W96-9;13;2329;5586
202503;W96-9;14;12797;33134
202503;W96-9;15;7528;21234
202503;W96-9;87;5898;15909
202503;W96-9;18;2638;7278
202503;W96-9;49;354;953
202503;W96-9;19;8129;21555
202503;W96-9;20;31447;80718
202503;W96-9;21;7477;18027
202503;W96-9;22;8640;20307
202503;W96-9;23;5270;12826
202503;W96-9;51;3868;8223
202503;W96-9;88;1991;4905
202503;W96-9;89;1438;3559
202503;W96-9;63;855;2212
202503;W96-9;90;832;2518
202503;W96-9;61;290;647
202503;W96-9;25;7149;17584
202503;W96-9;26;1484;3933
202503;W96-9;27;13637;28214
202503;W96-9;28;3780;10875
202503;W96-9;29;9417;21803
202503;W96-9;91;2772;9161
202503;W96-9;95;830;1946
202503;W96-9;31;2876;6621
202503;W96-9;32;10596;25928
202503;W96-9;10;3786;7820
202503;W96-9;52;2925;5963
202503;W96-9;33;19931;49395
202503;W96-9;34;525;1268
202503;W96-9;17;4296;9556
202503;W96-9;64;5714;10913
202503;W96-9;59;4786;10829
202503;W96-9;65;4779;8745
202503;W96-9;09;8503;15129
202503;W96-9;36;11475;29305
202503;W96-9;92;8529;30341
202503;W96-9;38;8774;17808
202503;W96-9;39;29253;69698
202503;W96-9;96;3565;5977
202503;W96-9;16;22190;53931
202503;W96-9;93;1589;4376
202503;W96-9;57;1857;4975
202503;W96-9;58;1960;6150
202503;W96-9;37;5244;13048
202503;W96-9;40;11679;26222
202504;W96-9;01;11344;29377
202504;W96-9;70;12818;26364
202504;W96-9;71;16556;34673
202504;W96-9;72;16422;32791
202504;W96-9;73;24195;44914
202504;W96-9;74;17848;35360
202504;W96-9;75;22146;42199
202504;W96-9;76;16404;33830
202504;W96-9;77;9769;20641
202504;W96-9;80;32072;85624
202504;W96-9;81;17884;48226
202504;W96-9;82;18408;50790
202504;W96-9;83;19658;54821
202504;W96-9;84;15705;44751
202504;W96-9;85;14037;38769
202504;W96-9;53;20966;52641
202504;W96-9;56;3127;9377
202504;W96-9;60;4871;13213
202504;W96-9;62;6423;17524
202504;W96-9;94;4942;14493
202504;W96-9;08;4519;12939
202504;W96-9;67;14907;33011
202504;W96-9;11;3985;11401
202504;W96-9;86;1044;2878
202504;W96-9;13;3948;10721
202504;W96-9;14;18414;52412
202504;W96-9;15;6250;18071
202504;W96-9;87;5082;15199
202504;W96-9;18;3875;11612
202504;W96-9;49;469;1465
202504;W96-9;19;14355;41287
202504;W96-9;20;38777;107098
202504;W96-9;21;4947;11716
202504;W96-9;22;10417;26553
202504;W96-9;23;7584;19551
202504;W96-9;51;4161;9632
202504;W96-9;88;1739;4918
202504;W96-9;89;2010;5176
202504;W96-9;63;1098;3192
202504;W96-9;90;779;2316
202504;W96-9;61;653;1690
202504;W96-9;25;10511;28184
202504;W96-9;26;2530;6895
202504;W96-9;27;16306;35563
202504;W96-9;28;4430;12466
202504;W96-9;29;11830;29274
202504;W96-9;91;2579;8892
202504;W96-9;95;2972;6652
202504;W96-9;31;6289;15220
202504;W96-9;32;18782;51170
202504;W96-9;10;3685;7598
202504;W96-9;52;4070;8115
202504;W96-9;33;18979;50226
202504;W96-9;34;573;1524
202504;W96-9;17;5852;14268
202504;W96-9;64;8691;17301
202504;W96-9;59;8219;18482
202504;W96-9;65;5041;11404
202504;W96-9;09;10430;19876
202504;W96-9;36;9569;26021
202504;W96-9;92;7321;26519
202504;W96-9;38;10104;21363
202504;W96-9;39;39724;102288
202504;W96-9;96;5769;11634
202504;W96-9;16;26875;69686
202504;W96-9;93;1643;4991
202504;W96-9;57;3246;8782
202504;W96-9;58;2797;9561
202504;W96-9;37;8016;21752
202504;W96-9;40;7414;19237
202505;W96-9;01;11382;30057
202505;W96-9;70;12806;30085
202505;W96-9;71;18178;35091
202505;W96-9;72;17277;31855
202505;W96-9;73;27744;49302
202505;W96-9;74;19816;38310
202505;W96-9;75;24786;45880
202505;W96-9;76;17806;36880
202505;W96-9;77;11378;23329
202505;W96-9;80;33111;81061
202505;W96-9;81;16079;42803
202505;W96-9;82;16948;45152
202505;W96-9;83;17032;45457
202505;W96-9;84;15388;44064
202505;W96-9;85;13605;36062
202505;W96-9;53;19332;47606
202505;W96-9;56;3579;8933
202505;W96-9;60;6187;16653
202505;W96-9;62;6289;17203
202505;W96-9;94;5022;12884
202505;W96-9;08;5142;14619
202505;W96-9;67;17896;35374
202505;W96-9;11;3940;10509
202505;W96-9;86;971;2588
202505;W96-9;13;3739;9638
202505;W96-9;14;19407;52943
202505;W96-9;15;4548;12282
202505;W96-9;87;5314;14070
202505;W96-9;18;3787;11785
202505;W96-9;49;401;1169
202505;W96-9;19;8991;24510
202505;W96-9;20;29271;76052
202505;W96-9;21;7501;17608
202505;W96-9;22;11719;27070
202505;W96-9;23;11250;27938
202505;W96-9;51;4762;10317
202505;W96-9;88;1561;4461
202505;W96-9;89;2219;5398
202505;W96-9;63;1300;3314
202505;W96-9;90;671;1939
202505;W96-9;61;956;2441
202505;W96-9;25;11184;30299
202505;W96-9;26;2404;6295
202505;W96-9;27;20285;44676
202505;W96-9;28;3496;8870
202505;W96-9;29;10029;24552
202505;W96-9;91;2777;9403
202505;W96-9;95;4322;8848
202505;W96-9;31;5505;14788
202505;W96-9;32;16149;40578
202505;W96-9;10;3980;7971
202505;W96-9;52;3203;6193
202505;W96-9;33;17352;41803
202505;W96-9;34;808;2201
202505;W96-9;17;9475;21952
202505;W96-9;64;10426;21354
202505;W96-9;59;9691;22349
202505;W96-9;65;7123;13370
202505;W96-9;09;11564;21288
202505;W96-9;36;10618;28376
202505;W96-9;92;7822;27481
202505;W96-9;38;8293;17697
202505;W96-9;39;48861;126165
202505;W96-9;96;5755;10720
202505;W96-9;16;28009;68506
202505;W96-9;93;1011;2573
202505;W96-9;57;3484;8826
202505;W96-9;58;2711;8038
202505;W96-9;37;10069;25524
202505;W96-9;40;7686;17729
202506;W96-9;01;12830;31502
202506;W96-9;70;10368;20424
202506;W96-9;71;15668;29841
202506;W96-9;72;18136;32443
202506;W96-9;73;27541;48771
202506;W96-9;74;20791;39032
202506;W96-9;75;25236;46312
202506;W96-9;76;19371;36647
202506;W96-9;77;9753;20287
202506;W96-9;80;35870;86562
202506;W96-9;81;17756;46219
202506;W96-9;82;16788;44111
202506;W96-9;83;17902;44893
202506;W96-9;84;14346;38303
202506;W96-9;85;13540;35145
202506;W96-9;53;19349;47153
202506;W96-9;56;4745;13703
202506;W96-9;60;9178;24404
202506;W96-9;62;5399;13424
202506;W96-9;94;4416;12031
202506;W96-9;08;4039;10184
202506;W96-9;67;15539;31123
202506;W96-9;11;3047;7649
202506;W96-9;86;1054;2414
202506;W96-9;13;4270;10202
202506;W96-9;14;15184;39300
202506;W96-9;15;3489;9151
202506;W96-9;87;5419;13480
202506;W96-9;18;4245;10620
202506;W96-9;49;414;1142
202506;W96-9;19;6630;16761
202506;W96-9;20;19046;48918
202506;W96-9;21;7859;18194
202506;W96-9;22;7889;19625
202506;W96-9;23;8382;21137
202506;W96-9;51;3918;8344
202506;W96-9;88;1794;4547
202506;W96-9;89;2479;5073
202506;W96-9;63;1075;2758
202506;W96-9;90;556;1513
202506;W96-9;61;1133;3099
202506;W96-9;25;10208;26191
202506;W96-9;26;2510;5771
202506;W96-9;27;23086;44559
202506;W96-9;28;2957;7745
202506;W96-9;29;13793;30091
202506;W96-9;91;2579;8457
202506;W96-9;95;6696;15490
202506;W96-9;31;5227;11904
202506;W96-9;32;14390;34292
202506;W96-9;10;4284;8095
202506;W96-9;52;3378;6795
202506;W96-9;33;18603;42413
202506;W96-9;34;863;2215
202506;W96-9;17;9960;22001
202506;W96-9;64;9530;18979
202506;W96-9;59;9047;21250
202506;W96-9;65;7430;15176
202506;W96-9;09;10217;17565
202506;W96-9;36;12637;31993
202506;W96-9;92;9723;28854
202506;W96-9;38;10776;21552
202506;W96-9;39;54634;136130
202506;W96-9;96;7039;13507
202506;W96-9;16;29381;67531
202506;W96-9;93;1234;3435
202506;W96-9;57;4273;11415
202506;W96-9;58;3569;9207
202506;W96-9;37;11107;26855
202506;W96-9;40;7601;16150
202507;W96-9;01;12747;32082
202507;W96-9;70;9297;18106
202507;W96-9;71;13766;26471
202507;W96-9;72;16309;30765
202507;W96-9;73;25898;45626
202507;W96-9;74;16924;30722
202507;W96-9;75;23365;42002
202507;W96-9;76;15054;28661
202507;W96-9;77;8275;17347
202507;W96-9;80;30090;71281
202507;W96-9;81;14933;36808
202507;W96-9;82;17783;44413
202507;W96-9;83;16334;41297
202507;W96-9;84;15276;39993
202507;W96-9;85;14466;36582
202507;W96-9;53;16604;43489
202507;W96-9;56;7284;19328
202507;W96-9;60;8414;20952
202507;W96-9;62;6881;17630
202507;W96-9;94;4110;11473
202507;W96-9;08;4161;10706
202507;W96-9;67;20820;45359
202507;W96-9;11;6827;18122
202507;W96-9;86;1707;4319
202507;W96-9;13;4597;11821
202507;W96-9;14;16637;43755
202507;W96-9;15;4101;11371
202507;W96-9;87;5939;14460
202507;W96-9;18;4629;13111
202507;W96-9;49;280;743
202507;W96-9;19;6121;15024
202507;W96-9;20;26745;70154
202507;W96-9;21;6365;14917
202507;W96-9;22;8223;19990
202507;W96-9;23;9560;23726
202507;W96-9;51;4386;9043
202507;W96-9;88;1833;4090
202507;W96-9;89;3908;7485
202507;W96-9;63;956;2413
202507;W96-9;90;663;1912
202507;W96-9;61;1069;2729
202507;W96-9;25;14111;35473
202507;W96-9;26;3542;8503
202507;W96-9;27;35064;64485
202507;W96-9;28;2951;7914
202507;W96-9;29;13752;30516
202507;W96-9;91;2733;8964
202507;W96-9;95;13152;29632
202507;W96-9;31;7942;17874
202507;W96-9;32;13990;34698
202507;W96-9;10;5436;10356
202507;W96-9;52;3651;7091
202507;W96-9;33;24906;62030
202507;W96-9;34;899;2517
202507;W96-9;17;7621;17449
202507;W96-9;64;11568;24140
202507;W96-9;59;6921;16190
202507;W96-9;65;8624;20085
202507;W96-9;09;12880;23655
202507;W96-9;36;16900;41787
202507;W96-9;92;11351;32412
202507;W96-9;38;10705;22786
202507;W96-9;39;51099;128043
202507;W96-9;96;7994;18450
202507;W96-9;16;29375;68555
202507;W96-9;93;1963;5581
202507;W96-9;57;3506;9205
202507;W96-9;58;3491;9792
202507;W96-9;37;10924;27650
202507;W96-9;40;6986;15429
202508;W96-9;01;10689;28954
202508;W96-9;70;8870;17304
202508;W96-9;71;11901;24274
202508;W96-9;72;14628;27508
202508;W96-9;73;20292;36831
202508;W96-9;74;15499;29527
202508;W96-9;75;19707;36291
202508;W96-9;76;13541;27008
202508;W96-9;77;7536;16008
202508;W96-9;80;34201;83257
202508;W96-9;81;17808;45457
202508;W96-9;82;19029;50038
202508;W96-9;83;17055;43548
202508;W96-9;84;17075;45020
202508;W96-9;85;13476;35051
202508;W96-9;53;17891;43199
202508;W96-9;56;10195;29464
202508;W96-9;60;8841;21483
202508;W96-9;62;7756;18659
202508;W96-9;94;3534;9592
202508;W96-9;08;3927;10037
202508;W96-9;67;18176;37952
202508;W96-9;11;3859;10044
202508;W96-9;86;1220;2680
202508;W96-9;13;2652;6633
202508;W96-9;14;23224;62247
202508;W96-9;15;6866;18713
202508;W96-9;87;6101;14910
202508;W96-9;18;4030;10872
202508;W96-9;49;467;1242
